,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
33,Secrets,Regard,78127,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
34,"Mijn Story",Lijpe,77796,https://open.spotify.com/track/2D0mZzm2KYzxhSI8pgfL7z
35,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",76378,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
36,"Party Girl",StaySolidRocky,73965,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
37,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",73231,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
38,"Alles Of Niks",Lijpe,72298,https://open.spotify.com/track/3QNIVeU37soOx1RAcIzZCY
39,Doorheen,Bizzey,70676,https://open.spotify.com/track/47WOpiylErrpbiba0lv2KT
40,"Loop Niet Weg","Kris Kross Amsterdam",70446,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
41,"Waar Ga Je Heen","Emma Heesters",69284,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
42,"Dance Monkey","Tones And I",68506,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
43,"Be Kind (with Halsey)",Marshmello,68273,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
44,Salt,"Ava Max",63888,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
45,"Before You Go","Lewis Capaldi",63382,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
46,"Don't Start Now","Dua Lipa",61978,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
47,Vastberaden,Lijpe,60810,https://open.spotify.com/track/1Opl9f8vUkITqvpgAqF5xW
48,"Someone You Loved","Lewis Capaldi",59300,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
49,"Blueberry Faygo","Lil Mosey",55305,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
50,"Blauwe Lichten",Lijpe,53870,https://open.spotify.com/track/6Rr3po787cDfLhUZVdLqbu
51,GOOBA,6ix9ine,53786,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
52,"Rode Wijn",Maan,53506,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
53,"Love To Go","Lost Frequencies",53222,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
54,"Drown (feat. Clinton Kane)","Martin Garrix",52950,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
55,"Roller Coaster","Danny Vera",52284,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
56,"Busje (feat. Chivv & Lauwtje)",Zefanio,52172,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
57,"Never Seen the Rain","Tones And I",51925,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
58,"Alone, Pt. II","Alan Walker",49676,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
59,"De Prijs",Lijpe,49666,https://open.spotify.com/track/5hptdpE5bqoTXufUrkgt18
60,"TKN (feat. Travis Scott)",ROSALÍA,48427,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
61,"Savage Love (Laxed - Siren Beat)","Jawsh 685",48184,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
62,"Say So","Doja Cat",47601,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
63,Underdog,"Alicia Keys",46789,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
64,"Nothing Really Matters",Tiësto,46592,https://open.spotify.com/track/68k26eEoH1e3Rhi811qecM
65,"TROLLZ (with Nicki Minaj)",6ix9ine,45836,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
66,Afrika,Chivv,45792,https://open.spotify.com/track/5ycG4LVw0qIbb5XZ3HVeIu
67,"X (with KAROL G)","Jonas Brothers",45743,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
68,Changes,"Ilse DeLange",45699,https://open.spotify.com/track/0koqWgFPqooMDME3pP07X1
69,"Ride It",Regard,45035,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
70,Smoorverliefd,Snelle,44230,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
71,"The Box","Roddy Ricch",43650,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
72,"Hoe Het Danst","Marco Borsato",42752,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
73,"Niet Genoeg",Lijpe,42331,https://open.spotify.com/track/0xElJecFqIhqjzSIe7W8cB
74,Downfall,"Jonna Fraser",42185,https://open.spotify.com/track/0RJUURG5SBSyzoGwgdDYqV
75,"Someone Else","Duncan Laurence",42018,https://open.spotify.com/track/1qwhigC9EoQzc4oRElzdNI
76,"THE SCOTTS","THE SCOTTS",41393,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
77,"Nog Steeds",Lijpe,41257,https://open.spotify.com/track/6Q7vV4i8lXiEwhBJkykpBl
78,"WHATS POPPIN","Jack Harlow",40869,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
79,"Allemaal Op Brieven",Lijpe,40475,https://open.spotify.com/track/7bWMBeaGqQ1Y7Gbn8vrlSh
80,Physical,"Dua Lipa",39718,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
81,"Sunday Best",Surfaces,39633,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
82,Reünie,Snelle,39378,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
83,Memories,"Maroon 5",38980,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
84,"If the World Was Ending - feat. Julia Michaels","JP Saxe",38311,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
85,Winterdagen,Lijpe,38114,https://open.spotify.com/track/26uLOAyrbSVFGs3C7wMuFH
86,"2 Hearts (feat. Gia Koka)","Sam Feldt",37431,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
87,Señorita,"Shawn Mendes",36920,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
88,"Slapen Met Het Licht Aan",Tabitha,36782,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
89,Trouble,Chef'Special,36675,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
90,Magisch,"Yade Lauren",36671,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
91,Paranoia,Lijpe,36428,https://open.spotify.com/track/2QyI7NIW7K5ZpJyRkw48gA
92,Circles,"Post Malone",36325,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
93,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",36171,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
94,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",35971,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
95,"Level of Concern","Twenty One Pilots",35881,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
96,Feestje,Fmg,35799,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
97,Falling,"Trevor Daniel",35720,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
98,"Play Date","Melanie Martinez",35398,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
99,"Life Is Good (feat. Drake)",Future,35396,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
100,DomDoen,"Henkie T",35249,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
101,A5,DODO,34886,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
102,Onderweg,Lijpe,34731,https://open.spotify.com/track/64yPC4gllZY1Ebhuso7K1D
103,"Ze Huilt Maar Ze Lacht",Maan,34640,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
104,"Adore You","Harry Styles",33937,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
105,goosebumps,"Travis Scott",33809,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
106,"Higher Ground (feat. John Martin)","Martin Garrix",33768,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
107,"What A Man Gotta Do","Jonas Brothers",33539,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
108,"I’m Ready (with Demi Lovato)","Sam Smith",33502,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
109,"Snow On Tha Bluff","J. Cole",33446,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog
110,Venus,Frenna,33261,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
111,"Ze Kent Mij",Snelle,32883,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
112,ROXANNE,"Arizona Zervas",32703,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
113,"3 Nights","Dominic Fike",32643,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
114,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",32345,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
115,"I Don't Care (with Justin Bieber)","Ed Sheeran",32332,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
116,"Know Your Worth",Khalid,32216,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
117,"Zij weet het - Studio Versie","Tino Martin",32185,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
118,Levensstijl,Spanker,32111,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
119,"Lose Control",MEDUZA,32045,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
120,Letters,"Lucas & Steve",31230,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
121,"Kings & Queens","Ava Max",31117,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
122,"Sinds Klein",Nass,30793,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
123,"Paper Loving","DJ Nazil",30560,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
124,"Niet Lief","Henkie T",30492,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
125,"Blauwe Dag","Suzan & Freek",30395,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
126,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",29766,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
127,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,29556,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
128,Lippenstift,"Marco Borsato",29554,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
129,"Don't Call Me Up",Mabel,29162,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
130,Nacht,"Kraantje Pappie",28705,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
131,"Go Crazy","Chris Brown",28658,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
132,Uncharted,Kensington,28557,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
133,"HIGHEST IN THE ROOM","Travis Scott",28511,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
134,"bad guy","Billie Eilish",28482,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
135,"Lucid Dreams","Juice WRLD",28451,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
136,"GO (feat. Juice WRLD)","The Kid LAROI",28198,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
137,"Hoe We Rocken","ADF Samski",28194,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
138,"Some Say - Felix Jaehn Remix",Nea,28132,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
139,"Als Het Avond Is","Suzan & Freek",28060,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
140,Shallow,"Lady Gaga",28059,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
141,"Como Tu","Rolf Sanchez",27766,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
142,"My Bébé","Bryan Mg",27626,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
143,"On The Low","Burna Boy",27611,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
144,"Perfect (feat. Haris)","Lucas & Steve",27131,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
145,"everything i wanted","Billie Eilish",27064,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
146,"BELIEVE IT",PARTYNEXTDOOR,26819,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
147,Dior,"Pop Smoke",26814,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
148,Bruises,"Lewis Capaldi",26751,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
149,"SICKO MODE","Travis Scott",26495,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
150,Emotieloos,"Famke Louise",26447,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
151,Oceaan,Racoon,26415,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
152,"IDK You Yet","Alexander 23",26405,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
153,"Higher Love",Kygo,26311,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
154,Memories,Boef,26130,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
155,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,25650,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
156,Africa,TOTO,25634,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
157,Vandaan,"Lil Kleine",25518,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
158,Papa,"Yade Lauren",25465,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
159,"Deze Is Voor Mij","Suzan & Freek",25461,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
160,"Oeh Jij","Yxng Le",25442,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
161,"Die Young",Sheppard,25432,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
162,"Zo Kan Het Dus Ook",Maan,25356,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
163,"Zoutelande (feat. Geike)",BLØF,25068,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
164,"After Party","Don Toliver",24925,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
165,"Forever Yours - Avicii Tribute",Kygo,24891,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
166,Sterrenstof,"De Jeugd Van Tegenwoordig",24862,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
167,"lovely (with Khalid)","Billie Eilish",24781,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
168,"Be Alright","Dean Lewis",24707,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
169,POSITIE,Caza,24635,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
170,Savage,"Megan Thee Stallion",24615,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
171,"Boss Bitch","Doja Cat",24547,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
172,"Piece Of Your Heart",MEDUZA,24541,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
173,"Ur So F**kInG cOoL","Tones And I",24485,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx
174,"NAPIYON LAN",Murda,24366,https://open.spotify.com/track/42grBspOHbj3eWZTXV8TK2
175,"Beautiful People (feat. Khalid)","Ed Sheeran",24351,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
176,"Don't Rush (feat. Headie One)","Young T & Bugsey",24349,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
177,Vliegen,"Bilal Wahib",24299,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
178,"Mucho Dinero",Chivv,24120,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
179,"Tommy Lee (feat. Post Malone)","Tyla Yaweh",24108,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
180,"Make It Rain","Pop Smoke",23896,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj
181,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",23871,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
182,"Like It Is",Kygo,23854,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
183,"Chicago Freestyle (feat. Giveon)",Drake,23708,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
184,Arcade,"Duncan Laurence",23622,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
185,Marijuana,Josylvio,23554,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
186,"De Toreador",Opgeblazen,23411,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
187,"Sour Candy (with BLACKPINK)","Lady Gaga",23045,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
188,"Deep End Freestyle","Sleepy Hallow",22918,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
189,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",22831,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
190,Robbery,"Juice WRLD",22807,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
191,IJskoud,Nielson,22742,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
192,"Verleden Tijd",Frenna,22477,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
193,"Post Malone (feat. RANI)","Sam Feldt",22432,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
194,Moment,"Kris Kross Amsterdam",22383,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
195,"Say You Won't Let Go","James Arthur",22362,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
196,"4 Life","Jonna Fraser",22359,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
197,Joanne,"Lil Kleine",22289,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
198,"Met Jou","Yade Lauren",22115,https://open.spotify.com/track/6X7uctTsJgW7wzqkFtSthi
199,"Scoren (feat. Donnie, Jayh & Rolf Sanchez)",LA$$A,21927,https://open.spotify.com/track/2DSCPmPU3MyQ0z1hJh2oVs
200,"Spanning (feat. JayMoreLife)","Young Ellens",21835,https://open.spotify.com/track/1qFQ7MRkGvLO8Q4MAAtFkt
