,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"Mijn Story",Lijpe,81315,https://open.spotify.com/track/5KtY0IwKXjTtKsco3iEkyf
33,"Loop Niet Weg","Kris Kross Amsterdam",79381,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
34,Doorheen,Bizzey,76654,https://open.spotify.com/track/47WOpiylErrpbiba0lv2KT
35,"Be Kind (with Halsey)",Marshmello,75894,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
36,"Lose Somebody",Kygo,75753,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
37,"Dance Monkey","Tones And I",71405,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
38,"Party Girl",StaySolidRocky,69615,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
39,"Rover (feat. DTG)",S1mba,69001,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
40,"Before You Go","Lewis Capaldi",68352,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
41,"Rode Wijn",Maan,66666,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
42,"Blueberry Faygo","Lil Mosey",65698,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
43,"Never Seen the Rain","Tones And I",65264,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
44,"Someone You Loved","Lewis Capaldi",64667,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
45,"Don't Start Now","Dua Lipa",63845,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
46,"Roller Coaster","Danny Vera",63207,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
47,"Busje (feat. Chivv & Lauwtje)",Zefanio,61625,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
48,"Drown (feat. Clinton Kane)","Martin Garrix",60224,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
49,Secrets,Regard,60205,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
50,Afrika,Chivv,58200,https://open.spotify.com/track/5ycG4LVw0qIbb5XZ3HVeIu
51,"Alone, Pt. II","Alan Walker",56885,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
52,GOOBA,6ix9ine,53483,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
53,"Nothing Really Matters",Tiësto,52580,https://open.spotify.com/track/68k26eEoH1e3Rhi811qecM
54,"Say So","Doja Cat",50957,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
55,"Waar Ga Je Heen","Emma Heesters",50448,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
56,Underdog,"Alicia Keys",50367,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
57,Salt,"Ava Max",49594,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
58,Smoorverliefd,Snelle,48607,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
59,"Ride It",Regard,47615,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
60,"TKN (feat. Travis Scott)",ROSALÍA,47410,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
61,"The Box","Roddy Ricch",47210,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
62,Changes,"Ilse DeLange",47034,https://open.spotify.com/track/0koqWgFPqooMDME3pP07X1
63,"Slapen Met Het Licht Aan",Tabitha,46253,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
64,"THE SCOTTS","THE SCOTTS",45938,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
65,"Hoe Het Danst","Marco Borsato",45822,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
66,Downfall,"Jonna Fraser",45292,https://open.spotify.com/track/0RJUURG5SBSyzoGwgdDYqV
67,"Someone Else","Duncan Laurence",44369,https://open.spotify.com/track/1qwhigC9EoQzc4oRElzdNI
68,Reünie,Snelle,44190,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
69,Levensstijl,Spanker,43773,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
70,"Como Tu","Rolf Sanchez",43414,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
71,"If the World Was Ending - feat. Julia Michaels","JP Saxe",43106,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
72,"WHATS POPPIN","Jack Harlow",42731,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
73,A5,DODO,42424,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
74,"Know Your Worth",Khalid,42143,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
75,Memories,"Maroon 5",41827,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
76,Physical,"Dua Lipa",41795,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
77,"X (with KAROL G)","Jonas Brothers",39959,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
78,"Sunday Best",Surfaces,39840,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
79,"Hoe We Rocken","ADF Samski",39625,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
80,"What A Man Gotta Do","Jonas Brothers",39253,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
81,Trouble,Chef'Special,39105,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
82,Circles,"Post Malone",38936,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
83,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",38473,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
84,DomDoen,"Henkie T",38360,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
85,"2 Hearts (feat. Gia Koka)","Sam Feldt",38142,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
86,"Ze Huilt Maar Ze Lacht",Maan,37889,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
87,Señorita,"Shawn Mendes",37856,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
88,"I’m Ready (with Demi Lovato)","Sam Smith",37814,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
89,Falling,"Trevor Daniel",37484,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
90,"Love To Go","Lost Frequencies",37437,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
91,Magisch,"Yade Lauren",37331,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
92,"Life Is Good (feat. Drake)",Future,36752,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
93,Venus,Frenna,36652,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
94,goosebumps,"Travis Scott",36393,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
95,"Paper Loving","DJ Nazil",36331,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
96,"Niet Lief","Henkie T",36235,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
97,"Level of Concern","Twenty One Pilots",35501,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
98,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",35014,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
99,"Sinds Klein",Nass,34998,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
100,"Adore You","Harry Styles",34997,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
101,"Higher Ground (feat. John Martin)","Martin Garrix",34886,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
102,"3 Nights","Dominic Fike",34707,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
103,ROXANNE,"Arizona Zervas",34572,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
104,"Ze Kent Mij",Snelle,34372,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
105,"Like It Is",Kygo,34044,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
106,"Play Date","Melanie Martinez",33904,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
107,"Zij weet het - Studio Versie","Tino Martin",33437,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
108,"I Don't Care (with Justin Bieber)","Ed Sheeran",32937,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
109,"Lose Control",MEDUZA,32607,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
110,Feestje,Fmg,32485,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
111,"bad guy","Billie Eilish",32409,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
112,"Blauwe Dag","Suzan & Freek",32399,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
113,Lippenstift,"Marco Borsato",31703,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
114,"Perfect (feat. Haris)","Lucas & Steve",31217,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
115,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",31195,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
116,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,30887,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
117,"Die Young",Sheppard,30746,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
118,Uncharted,Kensington,30656,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
119,"BELIEVE IT",PARTYNEXTDOOR,30418,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
120,Nacht,"Kraantje Pappie",30233,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
121,"HIGHEST IN THE ROOM","Travis Scott",30164,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
122,"IDK You Yet","Alexander 23",29922,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
123,"Als Het Avond Is","Suzan & Freek",29754,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
124,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",29737,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
125,"Kings & Queens","Ava Max",29734,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
126,"everything i wanted","Billie Eilish",29701,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
127,Vandaan,"Lil Kleine",29650,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
128,"Oeh Jij","Yxng Le",29369,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
129,"Lucid Dreams","Juice WRLD",29330,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
130,Emotieloos,"Famke Louise",29325,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
131,"Don't Call Me Up",Mabel,29193,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
132,Shallow,"Lady Gaga",29118,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
133,"Sour Candy (with BLACKPINK)","Lady Gaga",28996,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
134,"Go Crazy","Chris Brown",28617,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
135,"Higher Love",Kygo,28590,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
136,Oceaan,Racoon,28313,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
137,"SICKO MODE","Travis Scott",28241,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
138,Rutte,SFB,28190,https://open.spotify.com/track/7AcvBD07VXwfomew5oHOBS
139,"Mucho Dinero",Chivv,28175,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
140,"Deze Is Voor Mij","Suzan & Freek",28167,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
141,"After Party","Don Toliver",27874,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
142,"Zo Kan Het Dus Ook",Maan,27866,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
143,"My Bébé","Bryan Mg",27785,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
144,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,27748,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
145,Bruises,"Lewis Capaldi",27744,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
146,Dior,"Pop Smoke",27182,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
147,"Don't Rush (feat. Headie One)","Young T & Bugsey",26931,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
148,Vliegen,"Bilal Wahib",26864,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
149,"Chicago Freestyle (feat. Giveon)",Drake,26670,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
150,Africa,TOTO,26650,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
151,"On The Low","Burna Boy",26611,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
152,"Zoutelande (feat. Geike)",BLØF,26543,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
153,"lovely (with Khalid)","Billie Eilish",26517,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
154,Papa,"Yade Lauren",26513,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
155,Savage,"Megan Thee Stallion",26470,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
156,Marijuana,Josylvio,26436,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
157,Arcade,"Duncan Laurence",25967,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
158,"Forever Yours - Avicii Tribute",Kygo,25960,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
159,"Be Alright","Dean Lewis",25605,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
160,"Boss Bitch","Doja Cat",25449,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
161,Memories,Boef,25260,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
162,POSITIE,Caza,25061,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
163,"Anderhalf (feat. Poke & Judeska)","Ali B",25020,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
164,"Follow Your Dreams (with Jonna Fraser)",Emms,24951,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
165,"Beautiful People (feat. Khalid)","Ed Sheeran",24844,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
166,"Piece Of Your Heart",MEDUZA,24804,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
167,Joanne,"Lil Kleine",24771,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
168,Sterrenstof,"De Jeugd Van Tegenwoordig",24720,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
169,"Deep End Freestyle","Sleepy Hallow",24609,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
170,IJskoud,Nielson,24356,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
171,"4 Life","Jonna Fraser",24351,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
172,"Jongens Uit De Cité",Spanker,24216,https://open.spotify.com/track/6EcUCl5Z3XL46b210c2Xv8
173,"Give Me",Chivv,24088,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
174,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",24068,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
175,"SEASONS - SE1EP1: Lijpe",Lijpe,23980,https://open.spotify.com/track/0SrGp3u3FLih2g3wT6RXTf
176,Kalmeer,"Jonna Fraser",23790,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
177,Letters,"Lucas & Steve",23770,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
178,"Post Malone (feat. RANI)","Sam Feldt",23751,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
179,"Say You Won't Let Go","James Arthur",23723,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
180,"Verleden Tijd",Frenna,23671,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
181,"Met Jou","Yade Lauren",23634,https://open.spotify.com/track/6X7uctTsJgW7wzqkFtSthi
182,Skechers,DripReport,23515,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
183,Legendary,Spanker,23464,https://open.spotify.com/track/6Vbgb9QKIyJQsARjp8Uagf
184,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",23366,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
185,Moment,"Kris Kross Amsterdam",23260,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
186,"De Toreador",Opgeblazen,23073,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
187,"Ballin' (with Roddy Ricch)",Mustard,22901,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
188,"Godzilla (feat. Juice WRLD)",Eminem,22894,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
189,"HOUSE PARTY",Architrackz,22869,https://open.spotify.com/track/4SMBjuIWu3uJcx6t3VHrOO
190,"All on Me (feat. Andreas Moe)","Armin van Buuren",22791,https://open.spotify.com/track/54funePHN0bqVljoXY1YVO
191,"Het Regent Zonnestralen","Acda en de Munnik",22593,https://open.spotify.com/track/2LGL71GENQR0oC9jMwTTZY
192,"Spanning (feat. JayMoreLife)","Young Ellens",22592,https://open.spotify.com/track/1qFQ7MRkGvLO8Q4MAAtFkt
193,"BON VIBES","Chip Charlez",22504,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
194,Vroeger,Josylvio,22432,https://open.spotify.com/track/7KKHNdUNO1AqOxnFUHnfdf
195,Robbery,"Juice WRLD",22345,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
196,"Scoren (feat. Donnie, Jayh & Rolf Sanchez)",LA$$A,22286,https://open.spotify.com/track/2DSCPmPU3MyQ0z1hJh2oVs
197,Daisies,"Katy Perry",22206,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
198,"Str8 Up","Yade Lauren",22179,https://open.spotify.com/track/4Qrcw1uAqIflzdeulpDHEL
199,"Love Don’t Hate It","Duncan Laurence",22124,https://open.spotify.com/track/3WpCAAxdEOY5L4tT6Dt2H8
200,Gun,Spanker,22109,https://open.spotify.com/track/2cG1Q2BMzTiyjoCQWHSEuP
