,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
92,"Sunday Best",Surfaces,41599,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
93,Feestje,Fmg,41071,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
94,"WHATS POPPIN","Jack Harlow",41060,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
95,"Higher Ground (feat. John Martin)","Martin Garrix",40869,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
96,"Ze Huilt Maar Ze Lacht",Maan,40178,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
97,Circles,"Post Malone",39575,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
98,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",39237,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
99,Venus,Frenna,39187,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
100,"I Don't Care (with Justin Bieber)","Ed Sheeran",38781,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
101,"Level of Concern","Twenty One Pilots",38698,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
102,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",38327,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
103,"Play Date","Melanie Martinez",38054,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
104,ROXANNE,"Arizona Zervas",37974,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
105,"Life Is Good (feat. Drake)",Future,37642,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
106,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",37108,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
107,goosebumps,"Travis Scott",37098,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
108,Levensstijl,Spanker,36813,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
109,Falling,"Trevor Daniel",36713,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
110,"Lose Control",MEDUZA,36697,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
111,"I’m Ready (with Demi Lovato)","Sam Smith",36304,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
112,A5,DODO,36182,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
113,"Hoe We Rocken","ADF Samski",36135,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
114,Africa,TOTO,36089,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
115,Sterrenstof,"De Jeugd Van Tegenwoordig",35965,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
116,"What A Man Gotta Do","Jonas Brothers",35939,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
117,"Como Tu","Rolf Sanchez",35794,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
118,"Blauwe Dag","Suzan & Freek",35772,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
119,"Ze Kent Mij",Snelle,35767,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
120,"Know Your Worth",Khalid,35756,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
121,"Adore You","Harry Styles",35718,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
122,"Zoutelande (feat. Geike)",BLØF,35175,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
123,Lippenstift,"Marco Borsato",34652,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
124,"3 Nights","Dominic Fike",34633,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
125,"Kleine Jongen","Andre Hazes",34516,https://open.spotify.com/track/6vzj8d0yOzg3ELH2T4u0CC
126,Magisch,"Yade Lauren",34460,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
127,"If the World Was Ending - feat. Julia Michaels","JP Saxe",34459,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
128,Uncharted,Kensington,33869,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
129,"On The Low","Burna Boy",33575,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
130,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,33561,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
131,"Als Het Avond Is","Suzan & Freek",33541,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
132,"Sinds Klein",Nass,33472,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
133,"Make It Rain","Pop Smoke",33356,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj
134,"bad guy","Billie Eilish",33274,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
135,Letters,"Lucas & Steve",33116,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
136,"Paper Loving","DJ Nazil",33016,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
137,"Niet Lief","Henkie T",32566,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
138,"NAPIYON LAN",Murda,32455,https://open.spotify.com/track/4690pTTwbSLxs5CO6aP1fi
139,Nacht,"Kraantje Pappie",32306,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
140,"Higher Love",Kygo,31998,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
141,"Don't Call Me Up",Mabel,31923,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
142,"Piece Of Your Heart",MEDUZA,31677,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
143,Leef,"André Hazes Jr.",31588,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
144,Oceaan,Racoon,31531,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
145,POSITIE,Caza,31508,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
146,"Kings & Queens","Ava Max",31073,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
147,"Perfect (feat. Haris)","Lucas & Steve",30982,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
148,Shallow,"Lady Gaga",30930,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
149,"HIGHEST IN THE ROOM","Travis Scott",30377,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
150,"My Bébé","Bryan Mg",30173,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
151,"Deze Is Voor Mij","Suzan & Freek",30159,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
152,"BELIEVE IT",PARTYNEXTDOOR,30056,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
153,"SICKO MODE","Travis Scott",29954,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
154,"Zo Kan Het Dus Ook",Maan,29863,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
155,Vandaan,"Lil Kleine",29770,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
156,"Het Regent Zonnestralen","Acda en de Munnik",29740,https://open.spotify.com/track/2LGL71GENQR0oC9jMwTTZY
157,"Anderhalf (feat. Poke & Judeska)","Ali B",29689,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
158,"Go Crazy","Chris Brown",29528,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
159,IJskoud,Nielson,29296,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
160,Dior,"Pop Smoke",29052,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
161,Savage,"Megan Thee Stallion",28631,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
162,"Oeh Jij","Yxng Le",28598,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
163,"Forever Yours - Avicii Tribute",Kygo,28583,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
164,"Some Say - Felix Jaehn Remix",Nea,28554,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
165,"RITMO (Bad Boys For Life)","Black Eyed Peas",28431,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
166,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",28363,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
167,"Like It Is",Kygo,28167,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
168,Emotieloos,"Famke Louise",28157,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
169,"Een Doodgewone Man","André Hazes Jr.",27901,https://open.spotify.com/track/5UI95OiQiGJkeAzcP8eLB2
170,"Tommy Lee (feat. Post Malone)","Tyla Yaweh",27859,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
171,Memories,Boef,27644,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
172,"Die Young",Sheppard,27592,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
173,"4 Life","Jonna Fraser",27588,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
174,Moment,"Kris Kross Amsterdam",27564,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
175,Arcade,"Duncan Laurence",27525,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
176,"Don't Rush (feat. Headie One)","Young T & Bugsey",27399,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
177,"Lucid Dreams","Juice WRLD",27344,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
178,"Summer Of '69","Bryan Adams",27327,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
179,Sorry,Kensington,27222,https://open.spotify.com/track/07uuo1yEND3oinbFZnYOvx
180,"Boss Bitch","Doja Cat",26831,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
181,"Beautiful People (feat. Khalid)","Ed Sheeran",26809,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
182,Coño,Puri,26760,https://open.spotify.com/track/2H27WSgUMbuIpGW7epu0IP
183,"everything i wanted","Billie Eilish",26661,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
184,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,26560,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
185,"Danza Kuduro","Don Omar",26410,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
186,Gun,Spanker,26177,https://open.spotify.com/track/2cG1Q2BMzTiyjoCQWHSEuP
187,"Mucho Dinero",Chivv,26170,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
188,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",26163,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
189,"GUAP (feat. Dopebwoy)",Boef,26082,https://open.spotify.com/track/3J6KEr0wjZbKPpa70cXzHI
190,"ROCKSTAR (feat. Roddy Ricch) - BLM REMIX",DaBaby,26072,https://open.spotify.com/track/4Aykm3xrOFSHrAnv80KUhh
191,"All on Me (feat. Andreas Moe)","Armin van Buuren",26023,https://open.spotify.com/track/54funePHN0bqVljoXY1YVO
192,"Verleden Tijd",Frenna,25987,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
193,"Savage Love (Laxed - Siren Beat)","Jawsh 685",25610,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
194,"After Party","Don Toliver",25565,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
195,"Zij Gelooft In Mij","Andre Hazes",25490,https://open.spotify.com/track/4GrQPpjaZmBf67b9Uh83T8
196,"The Other Side (from Trolls World Tour)",SZA,25222,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
197,"Scoren (feat. Donnie, Jayh & Rolf Sanchez)",LA$$A,25207,https://open.spotify.com/track/2DSCPmPU3MyQ0z1hJh2oVs
198,"BON VIBES","Chip Charlez",25196,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
199,"Sultans Of Swing","Dire Straits",25072,https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj
200,Baianá,Bakermat,24978,https://open.spotify.com/track/430efk5Jc5wGay4EWP4snS
