,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
83,"Niet Lief","Henkie T",39924,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
84,"What A Man Gotta Do","Jonas Brothers",39888,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
85,"2 Hearts (feat. Gia Koka)","Sam Feldt",39879,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
86,"Sunday Best",Surfaces,39414,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
87,Circles,"Post Malone",39168,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
88,Venus,Frenna,38980,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
89,goosebumps,"Travis Scott",38806,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
90,"Level of Concern","Twenty One Pilots",38701,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
91,"Love To Go","Lost Frequencies",38524,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
92,"Blauwe Dag","Suzan & Freek",38022,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
93,Falling,"Trevor Daniel",37871,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
94,"Life Is Good (feat. Drake)",Future,37510,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
95,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",37456,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
96,"I Don't Care (with Justin Bieber)","Ed Sheeran",37336,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
97,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",36973,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
98,ROXANNE,"Arizona Zervas",36914,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
99,"Higher Ground (feat. John Martin)","Martin Garrix",36810,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
100,"I’m Ready (with Demi Lovato)","Sam Smith",36750,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
101,"Ze Kent Mij",Snelle,36452,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
102,"De Toreador",Opgeblazen,36058,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
103,"Like It Is",Kygo,36037,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
104,"X (with KAROL G)","Jonas Brothers",35858,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
105,Emotieloos,"Famke Louise",35412,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
106,"Als Het Avond Is","Suzan & Freek",35276,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
107,"Sinds Klein",Nass,35254,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
108,"Adore You","Harry Styles",34951,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
109,"bad guy","Billie Eilish",34826,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
110,Uncharted,Kensington,34494,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
111,"Play Date","Melanie Martinez",34379,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
112,"3 Nights","Dominic Fike",34215,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
113,Africa,TOTO,34138,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
114,Lippenstift,"Marco Borsato",34079,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
115,Feestje,Fmg,33922,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
116,Sterrenstof,"De Jeugd Van Tegenwoordig",33890,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
117,"Lose Control",MEDUZA,33791,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
118,Magisch,"Yade Lauren",33738,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
119,"Perfect (feat. Haris)","Lucas & Steve",33499,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
120,"Zoutelande (feat. Geike)",BLØF,33271,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
121,Shallow,"Lady Gaga",32932,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
122,"Anderhalf (feat. Poke & Judeska)","Ali B",32100,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
123,Vandaan,"Lil Kleine",32062,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
124,"Deze Is Voor Mij","Suzan & Freek",31865,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
125,"Higher Love",Kygo,31817,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
126,"Die Young",Sheppard,31792,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
127,Oceaan,Racoon,31791,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
128,Rutte,SFB,31711,https://open.spotify.com/track/7AcvBD07VXwfomew5oHOBS
129,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,31705,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
130,Nacht,"Kraantje Pappie",31622,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
131,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",31453,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
132,"Sour Candy (with BLACKPINK)","Lady Gaga",31365,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
133,"We Komen Terug",Outsiders,31295,https://open.spotify.com/track/7fzc0VslkvObn5VfBw6cr7
134,"Zo Kan Het Dus Ook",Maan,30968,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
135,"BELIEVE IT",PARTYNEXTDOOR,30793,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
136,"Mucho Dinero",Chivv,30696,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
137,"SICKO MODE","Travis Scott",30678,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
138,"Oeh Jij","Yxng Le",30563,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
139,"HIGHEST IN THE ROOM","Travis Scott",30524,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
140,"Don't Call Me Up",Mabel,30488,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
141,IJskoud,Nielson,30156,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
142,Arcade,"Duncan Laurence",30147,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
143,"Kleine Jongen","Andre Hazes",30140,https://open.spotify.com/track/6vzj8d0yOzg3ELH2T4u0CC
144,"Kings & Queens","Ava Max",29988,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
145,Savage,"Megan Thee Stallion",29693,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
146,"My Bébé","Bryan Mg",29597,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
147,"On The Low","Burna Boy",29490,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
148,POSITIE,Caza,29291,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
149,"everything i wanted","Billie Eilish",29134,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
150,Brandweer,3robi,28962,https://open.spotify.com/track/5mddHsPnX6bYLsenxQZ8xg
151,"Go Crazy","Chris Brown",28718,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
152,"Don't Rush (feat. Headie One)","Young T & Bugsey",28487,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
153,"Lucid Dreams","Juice WRLD",28257,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
154,Sorry,Kensington,28169,https://open.spotify.com/track/07uuo1yEND3oinbFZnYOvx
155,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,27974,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
156,"Het Regent Zonnestralen","Acda en de Munnik",27886,https://open.spotify.com/track/2LGL71GENQR0oC9jMwTTZY
157,"Piece Of Your Heart",MEDUZA,27761,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
158,Dior,"Pop Smoke",27429,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
159,Moment,"Kris Kross Amsterdam",26963,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
160,"Follow Your Dreams (with Jonna Fraser)",Emms,26840,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
161,"Give Me",Chivv,26817,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
162,"After Party","Don Toliver",26620,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
163,"Beautiful People (feat. Khalid)","Ed Sheeran",26578,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
164,Leef,"André Hazes Jr.",26480,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
165,"4 Life","Jonna Fraser",26397,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
166,Marijuana,Josylvio,26342,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
167,"Verleden Tijd",Frenna,26330,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
168,"Forever Yours - Avicii Tribute",Kygo,26243,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
169,"Boss Bitch","Doja Cat",26056,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
170,Joanne,"Lil Kleine",26029,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
171,Changes,2Pac,25879,https://open.spotify.com/track/1ofhfV90EnYhEr7Un2fWiv
172,"Was Sorry Maar Genoeg","Tino Martin",25757,https://open.spotify.com/track/56oJRXiTIelk1eRDeJ4aqO
173,"Say You Won't Let Go","James Arthur",25741,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
174,Memories,Boef,25676,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
175,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",25595,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
176,Skechers,DripReport,25521,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
177,Coño,Puri,25427,https://open.spotify.com/track/2H27WSgUMbuIpGW7epu0IP
178,"Chicago Freestyle (feat. Giveon)",Drake,25158,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
179,Kalmeer,"Jonna Fraser",25100,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
180,"BON VIBES","Chip Charlez",25087,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
181,"All on Me (feat. Andreas Moe)","Armin van Buuren",25085,https://open.spotify.com/track/54funePHN0bqVljoXY1YVO
182,"Summer Of '69","Bryan Adams",25063,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
183,"RITMO (Bad Boys For Life)","Black Eyed Peas",25036,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
184,Bruises,"Lewis Capaldi",25010,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
185,"Jongens Uit De Cité",Spanker,24885,https://open.spotify.com/track/439RIQU0snxnCLlv69BmMa
186,"lovely (with Khalid)","Billie Eilish",24856,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
187,"Het Spijt Me Niet","Selma Omari",24726,https://open.spotify.com/track/2XyB0yXTSQPw6rj9CpRomA
188,"SEASONS - SE1EP1: Lijpe",Lijpe,24622,https://open.spotify.com/track/0SrGp3u3FLih2g3wT6RXTf
189,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",24552,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
190,"HOUSE PARTY",Architrackz,24425,https://open.spotify.com/track/4SMBjuIWu3uJcx6t3VHrOO
191,"Post Malone (feat. RANI)","Sam Feldt",24320,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
192,"Love Don’t Hate It","Duncan Laurence",24241,https://open.spotify.com/track/3WpCAAxdEOY5L4tT6Dt2H8
193,"Be Alright","Dean Lewis",24171,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
194,"Deep End Freestyle","Sleepy Hallow",23999,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
195,"Dancing Queen",ABBA,23873,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr
196,Vliegen,"Bilal Wahib",23688,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
197,"Lost Without You",Krezip,23541,https://open.spotify.com/track/6fz5mW8Tx9AtOhFGHvMFY2
198,"Scoren (feat. Donnie, Jayh & Rolf Sanchez)",LA$$A,23508,https://open.spotify.com/track/2DSCPmPU3MyQ0z1hJh2oVs
199,"Sultans Of Swing","Dire Straits",23440,https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj
200,"The Other Side (from Trolls World Tour)",SZA,23389,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
