,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
35,"Lose Somebody",Kygo,75092,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
36,"Be Kind (with Halsey)",Marshmello,71115,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
37,"Dance Monkey","Tones And I",67717,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
38,"Party Girl",StaySolidRocky,67596,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
39,"Before You Go","Lewis Capaldi",66196,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,"Never Seen the Rain","Tones And I",64081,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
41,"Rode Wijn",Maan,64078,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
42,"Don't Start Now","Dua Lipa",62883,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"Roller Coaster","Danny Vera",62676,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
44,"Blueberry Faygo","Lil Mosey",62507,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
45,"Someone You Loved","Lewis Capaldi",61971,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
46,"Busje (feat. Chivv & Lauwtje)",Zefanio,61105,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
47,Afrika,Chivv,60929,https://open.spotify.com/track/5ycG4LVw0qIbb5XZ3HVeIu
48,"Rover (feat. DTG)",S1mba,60827,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
49,"Drown (feat. Clinton Kane)","Martin Garrix",59631,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
50,"Alone, Pt. II","Alan Walker",55018,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
51,Secrets,Regard,54990,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
52,"Say So","Doja Cat",54794,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
53,GOOBA,6ix9ine,53459,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
54,Underdog,"Alicia Keys",49366,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
55,"Nothing Really Matters",Tiësto,48865,https://open.spotify.com/track/68k26eEoH1e3Rhi811qecM
56,"TKN (feat. Travis Scott)",ROSALÍA,48468,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
57,Smoorverliefd,Snelle,48123,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
58,Levensstijl,Spanker,47667,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
59,Salt,"Ava Max",47515,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
60,"Waar Ga Je Heen","Emma Heesters",46929,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
61,A5,DODO,46601,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
62,"The Box","Roddy Ricch",46548,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
63,"If the World Was Ending - feat. Julia Michaels","JP Saxe",46379,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
64,"Slapen Met Het Licht Aan",Tabitha,46363,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
65,"THE SCOTTS","THE SCOTTS",45097,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
66,Changes,"Ilse DeLange",45025,https://open.spotify.com/track/0koqWgFPqooMDME3pP07X1
67,"Ride It",Regard,44370,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
68,Downfall,"Jonna Fraser",43782,https://open.spotify.com/track/0RJUURG5SBSyzoGwgdDYqV
69,"Hoe We Rocken","ADF Samski",42727,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
70,"Como Tu","Rolf Sanchez",42441,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
71,"Hoe Het Danst","Marco Borsato",42184,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
72,Reünie,Snelle,41607,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
73,"Know Your Worth",Khalid,41047,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
74,"WHATS POPPIN","Jack Harlow",40831,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
75,"Someone Else","Duncan Laurence",40797,https://open.spotify.com/track/1qwhigC9EoQzc4oRElzdNI
76,Physical,"Dua Lipa",40300,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
77,Memories,"Maroon 5",39748,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
78,Magisch,"Yade Lauren",37772,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
79,"Sunday Best",Surfaces,37763,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
80,"2 Hearts (feat. Gia Koka)","Sam Feldt",37541,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
81,"Niet Lief","Henkie T",37478,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
82,"Ze Huilt Maar Ze Lacht",Maan,37325,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
83,Falling,"Trevor Daniel",37280,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
84,Venus,Frenna,36970,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
85,"What A Man Gotta Do","Jonas Brothers",36749,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
86,Trouble,Chef'Special,36605,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
87,Circles,"Post Malone",36569,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
88,"Life Is Good (feat. Drake)",Future,36331,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
89,"Sinds Klein",Nass,36293,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
90,DomDoen,"Henkie T",36280,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
91,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",36120,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
92,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",35972,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
93,goosebumps,"Travis Scott",35638,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
94,Señorita,"Shawn Mendes",35606,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
95,"Level of Concern","Twenty One Pilots",35441,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
96,"Love To Go","Lost Frequencies",35380,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
97,"I’m Ready (with Demi Lovato)","Sam Smith",34185,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
98,"Adore You","Harry Styles",34101,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
99,"Like It Is",Kygo,34056,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
100,"Ze Kent Mij",Snelle,34052,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
101,"Higher Ground (feat. John Martin)","Martin Garrix",33968,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
102,"X (with KAROL G)","Jonas Brothers",33914,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
103,"Play Date","Melanie Martinez",33841,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
104,Emotieloos,"Famke Louise",33723,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
105,ROXANNE,"Arizona Zervas",33158,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
106,Feestje,Fmg,32809,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
107,"3 Nights","Dominic Fike",32023,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
108,"Paper Loving","DJ Nazil",31769,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
109,"Zij weet het - Studio Versie","Tino Martin",31284,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
110,"bad guy","Billie Eilish",30943,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
111,"IDK You Yet","Alexander 23",30891,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
112,"I Don't Care (with Justin Bieber)","Ed Sheeran",30806,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
113,"Oeh Jij","Yxng Le",30780,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
114,"Blauwe Dag","Suzan & Freek",30262,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
115,Lippenstift,"Marco Borsato",30212,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
116,"Perfect (feat. Haris)","Lucas & Steve",30078,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
117,Uncharted,Kensington,29972,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
118,"Lose Control",MEDUZA,29868,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
119,"Kings & Queens","Ava Max",29797,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
120,"HIGHEST IN THE ROOM","Travis Scott",29685,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
121,"BELIEVE IT",PARTYNEXTDOOR,29627,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
122,"Sour Candy (with BLACKPINK)","Lady Gaga",29588,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
123,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,29529,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
124,Rutte,SFB,29503,https://open.spotify.com/track/7AcvBD07VXwfomew5oHOBS
125,Vandaan,"Lil Kleine",29481,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
126,"everything i wanted","Billie Eilish",29443,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
127,Nacht,"Kraantje Pappie",29400,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
128,"Mucho Dinero",Chivv,29092,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
129,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",29020,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
130,"Go Crazy","Chris Brown",28997,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
131,"Lucid Dreams","Juice WRLD",28850,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
132,"Die Young",Sheppard,28457,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
133,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,28290,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
134,Shallow,"Lady Gaga",28281,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
135,"Als Het Avond Is","Suzan & Freek",28185,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
136,Bruises,"Lewis Capaldi",28038,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
137,"Chicago Freestyle (feat. Giveon)",Drake,27977,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
138,"After Party","Don Toliver",27731,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
139,"Higher Love",Kygo,27691,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
140,"SICKO MODE","Travis Scott",27644,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
141,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",27525,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
142,Papa,"Yade Lauren",27418,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
143,"Deze Is Voor Mij","Suzan & Freek",27320,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
144,Oceaan,Racoon,27305,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
145,"My Bébé","Bryan Mg",26982,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
146,Marijuana,Josylvio,26834,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
147,Dior,"Pop Smoke",26775,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
148,"Follow Your Dreams (with Jonna Fraser)",Emms,26603,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
149,"Don't Call Me Up",Mabel,26518,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
150,"Don't Rush (feat. Headie One)","Young T & Bugsey",26464,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
151,"lovely (with Khalid)","Billie Eilish",26254,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
152,"Zo Kan Het Dus Ook",Maan,26162,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
153,Savage,"Megan Thee Stallion",26145,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
154,Memories,Boef,26025,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
155,"Boss Bitch","Doja Cat",25726,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
156,Vliegen,"Bilal Wahib",25524,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
157,"Het Spijt Me Niet","Selma Omari",25272,https://open.spotify.com/track/2XyB0yXTSQPw6rj9CpRomA
158,"On The Low","Burna Boy",25230,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
159,Joanne,"Lil Kleine",25172,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
160,Arcade,"Duncan Laurence",25030,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
161,Brandweer,3robi,24951,https://open.spotify.com/track/5mddHsPnX6bYLsenxQZ8xg
162,"Give Me",Chivv,24928,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
163,Kalmeer,"Jonna Fraser",24872,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
164,Africa,TOTO,24726,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
165,"SEASONS - SE1EP1: Lijpe",Lijpe,24660,https://open.spotify.com/track/0SrGp3u3FLih2g3wT6RXTf
166,"Jongens Uit De Cité",Spanker,24610,https://open.spotify.com/track/6EcUCl5Z3XL46b210c2Xv8
167,"Zoutelande (feat. Geike)",BLØF,24579,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
168,"Be Alright","Dean Lewis",24441,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
169,"Anderhalf (feat. Poke & Judeska)","Ali B",24039,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
170,"Deep End Freestyle","Sleepy Hallow",23947,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
171,Skechers,DripReport,23912,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
172,"Forever Yours - Avicii Tribute",Kygo,23667,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
173,Sterrenstof,"De Jeugd Van Tegenwoordig",23618,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
174,"Say You Won't Let Go","James Arthur",23520,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
175,POSITIE,Caza,23514,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
176,"Ballin' (with Roddy Ricch)",Mustard,23305,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
177,"4 Life","Jonna Fraser",23247,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
178,"Beautiful People (feat. Khalid)","Ed Sheeran",23227,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
179,"HOUSE PARTY",Architrackz,23115,https://open.spotify.com/track/4SMBjuIWu3uJcx6t3VHrOO
180,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",22997,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
181,"Post Malone (feat. RANI)","Sam Feldt",22933,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
182,"Verleden Tijd",Frenna,22853,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
183,Legendary,Spanker,22840,https://open.spotify.com/track/6Vbgb9QKIyJQsARjp8Uagf
184,"We Komen Terug",Outsiders,22786,https://open.spotify.com/track/7fzc0VslkvObn5VfBw6cr7
185,"Piece Of Your Heart",MEDUZA,22775,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
186,"This City","Sam Fischer",22623,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
187,Righteous,"Juice WRLD",22567,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
188,Robbery,"Juice WRLD",22437,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
189,"Zolang Je Weet",Spanker,22344,https://open.spotify.com/track/7qUa9S8hiLI4sNa2gK3QCG
190,IJskoud,Nielson,22330,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
191,"Godzilla (feat. Juice WRLD)",Eminem,22329,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
192,"Spanning (feat. JayMoreLife)","Young Ellens",22258,https://open.spotify.com/track/1qFQ7MRkGvLO8Q4MAAtFkt
193,"BON VIBES","Chip Charlez",22188,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
194,Letters,"Lucas & Steve",22167,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
195,Moment,"Kris Kross Amsterdam",22155,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
196,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",22116,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
197,"Str8 Up","Yade Lauren",22090,https://open.spotify.com/track/4Qrcw1uAqIflzdeulpDHEL
198,"All on Me (feat. Andreas Moe)","Armin van Buuren",22089,https://open.spotify.com/track/54funePHN0bqVljoXY1YVO
199,"Stil In Mij (Verspijkerd)",Josylvio,22032,https://open.spotify.com/track/0jaehfKrOQzs0XRbJZH8XT
200,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",22014,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
