,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
96,Falling,"Trevor Daniel",35116,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
97,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",35071,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
98,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",35033,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
99,DomDoen,"Henkie T",35015,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
100,"Life Is Good (feat. Drake)",Future,34747,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
101,Trouble,Chef'Special,34408,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
102,Feestje,Fmg,34157,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
103,goosebumps,"Travis Scott",34135,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
104,"Ze Huilt Maar Ze Lacht",Maan,33874,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
105,Venus,Frenna,33425,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
106,"Kings & Queens","Ava Max",33212,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
107,"Adore You","Harry Styles",33134,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
108,"I Don't Care (with Justin Bieber)","Ed Sheeran",32785,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
109,"Ze Kent Mij",Snelle,32662,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
110,Levensstijl,Spanker,32606,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
111,ROXANNE,"Arizona Zervas",31664,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
112,"Higher Ground (feat. John Martin)","Martin Garrix",31640,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
113,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",31600,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
114,"Paper Loving","DJ Nazil",31597,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
115,"What A Man Gotta Do","Jonas Brothers",31506,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
116,"Sinds Klein",Nass,31201,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
117,"Zij weet het - Studio Versie","Tino Martin",31031,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
118,"Know Your Worth",Khalid,30879,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
119,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,30651,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
120,"3 Nights","Dominic Fike",30061,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
121,"Niet Lief","Henkie T",29770,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
122,"I’m Ready (with Demi Lovato)","Sam Smith",29711,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
123,"Hoe We Rocken","ADF Samski",29585,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
124,Lippenstift,"Marco Borsato",29487,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
125,"Blauwe Dag","Suzan & Freek",29100,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
126,"Lose Control",MEDUZA,28667,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
127,"HIGHEST IN THE ROOM","Travis Scott",28649,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
128,Letters,"Lucas & Steve",28558,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
129,"Lucid Dreams","Juice WRLD",28485,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
130,"bad guy","Billie Eilish",28482,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
131,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",28464,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
132,"GO (feat. Juice WRLD)","The Kid LAROI",28179,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
133,Nacht,"Kraantje Pappie",28162,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
134,"Don't Call Me Up",Mabel,27717,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
135,"Go Crazy","Chris Brown",27596,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
136,Uncharted,Kensington,27593,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
137,"everything i wanted","Billie Eilish",27579,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
138,"Als Het Avond Is","Suzan & Freek",27553,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
139,"Como Tu","Rolf Sanchez",27486,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
140,Shallow,"Lady Gaga",27349,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
141,Memories,Boef,27290,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
142,"BELIEVE IT",PARTYNEXTDOOR,27115,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
143,Emotieloos,"Famke Louise",26889,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
144,Bruises,"Lewis Capaldi",26872,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
145,"SICKO MODE","Travis Scott",26809,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
146,"My Bébé","Bryan Mg",26704,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
147,"Ur So F**kInG cOoL","Tones And I",26480,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx
148,Dior,"Pop Smoke",26260,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
149,"Perfect (feat. Haris)","Lucas & Steve",26090,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
150,"After Party","Don Toliver",25920,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
151,"lovely (with Khalid)","Billie Eilish",25908,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
152,Africa,TOTO,25887,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
153,Oceaan,Racoon,25885,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
154,Papa,"Yade Lauren",25835,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
155,"Some Say - Felix Jaehn Remix",Nea,25774,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
156,"Higher Love",Kygo,25663,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
157,"Make It Rain","Pop Smoke",25262,https://open.spotify.com/track/4TgHt7vKCimpywaiKfl0uj
158,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,25245,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
159,"Boss Bitch","Doja Cat",25168,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
160,"Zo Kan Het Dus Ook",Maan,25135,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
161,Vandaan,"Lil Kleine",24969,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
162,"On The Low","Burna Boy",24822,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
163,"Oeh Jij","Yxng Le",24673,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
164,"Deze Is Voor Mij","Suzan & Freek",24558,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
165,"Be Alright","Dean Lewis",24455,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
166,"Tommy Lee (feat. Post Malone)","Tyla Yaweh",24324,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
167,"Zoutelande (feat. Geike)",BLØF,24316,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
168,Savage,"Megan Thee Stallion",24273,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
169,"Chicago Freestyle (feat. Giveon)",Drake,24257,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
170,Vliegen,"Bilal Wahib",24222,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
171,"Beautiful People (feat. Khalid)","Ed Sheeran",24188,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
172,Sterrenstof,"De Jeugd Van Tegenwoordig",24134,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
173,"IDK You Yet","Alexander 23",24043,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
174,"NAPIYON LAN",Murda,23607,https://open.spotify.com/track/42grBspOHbj3eWZTXV8TK2
175,"Piece Of Your Heart",MEDUZA,23596,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
176,Arcade,"Duncan Laurence",23586,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
177,POSITIE,Caza,23577,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
178,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",23449,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
179,"Don't Rush (feat. Headie One)","Young T & Bugsey",23168,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
180,"Mucho Dinero",Chivv,23134,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
181,"Deep End Freestyle","Sleepy Hallow",23102,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
182,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",23012,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
183,"Die Young",Sheppard,22806,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
184,Marijuana,Josylvio,22699,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
185,"Forever Yours - Avicii Tribute",Kygo,22698,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
186,Robbery,"Juice WRLD",22669,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
187,"Like It Is",Kygo,22645,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
188,IJskoud,Nielson,22601,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
189,Gun,Spanker,22518,https://open.spotify.com/track/2cG1Q2BMzTiyjoCQWHSEuP
190,"Say You Won't Let Go","James Arthur",22512,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
191,"Met Jou","Yade Lauren",22123,https://open.spotify.com/track/6X7uctTsJgW7wzqkFtSthi
192,"De Toreador",Opgeblazen,22111,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
193,"GUAP (feat. Dopebwoy)",Boef,22008,https://open.spotify.com/track/3J6KEr0wjZbKPpa70cXzHI
194,"Verleden Tijd",Frenna,21959,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
195,Moment,"Kris Kross Amsterdam",21952,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
196,"4 Life","Jonna Fraser",21865,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
197,"Ballin' (with Roddy Ricch)",Mustard,21686,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
198,"This City","Sam Fischer",21685,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
199,"Godzilla (feat. Juice WRLD)",Eminem,21617,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
200,"Sour Candy (with BLACKPINK)","Lady Gaga",21464,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
