,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
16,"Break My Heart","Dua Lipa",124372,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
17,Supalonely,BENEE,117917,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
18,"Christian Dior (feat. Bryan Mg & SRNO)",Dopebwoy,115236,https://open.spotify.com/track/101Guv5qCWiDv0rufQuhmX
19,Treinstation,Boef,113300,https://open.spotify.com/track/25w9EAbgKDa7XSSC7MYXKk
20,"Stuck with U (with Justin Bieber)","Ariana Grande",111203,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
21,"Savage Love (Laxed - Siren Beat)","Jawsh 685",110227,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
22,"Rover (feat. DTG)",S1mba,107618,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
23,Gordelweg,Kevin,103761,https://open.spotify.com/track/2vZwuxoRNuhZ93PWhcVbnN
24,"Weg Van Jou","Suzan & Freek",103185,https://open.spotify.com/track/33wHYQYh10c3XmaAtGkTEn
25,"Soldier On",DI-RECT,102816,https://open.spotify.com/track/5ciRElWhvA0LuG2hQi90Ie
26,"death bed (coffee for your head) (feat. beabadoobee)",Powfu,101164,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
27,Secrets,Regard,100401,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
28,"Het Is Al Laat Toch",Racoon,98951,https://open.spotify.com/track/5OhjkylPjKnmR7I2gnVNwz
29,"Intentions (feat. Quavo)","Justin Bieber",97793,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
30,"In Your Eyes","The Weeknd",97664,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
31,"Toosie Slide",Drake,93996,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
32,"In Your Eyes (feat. Alida)","Robin Schulz",93045,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC
33,"Wat Is Je Naam","Yxng Le",91767,https://open.spotify.com/track/4SlqfJkQNAS7A5cvjBvQ3C
34,"Lose Somebody",Kygo,90335,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
35,"Loop Niet Weg","Kris Kross Amsterdam",86227,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
36,"Jongen Van De Straat","Lil Kleine",83414,https://open.spotify.com/track/1dbI31tdknCDHwJ9j6yGYB
37,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",83289,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
38,"Dance Monkey","Tones And I",83171,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
39,"Waar Ga Je Heen","Emma Heesters",82254,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
40,Doorheen,Bizzey,81509,https://open.spotify.com/track/47WOpiylErrpbiba0lv2KT
41,Salt,"Ava Max",79137,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
42,"17 Miljoen Mensen - Live @538 in Ahoy","Davina Michelle",77745,https://open.spotify.com/track/7e42rjxCt8tPjglU9VyBcz
43,"Party Girl",StaySolidRocky,77104,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
44,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",76319,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
45,"Alleen Soms",Lijpe,74342,https://open.spotify.com/track/0vC6bkhlWhBNjP8CsuLL6n
46,"Be Kind (with Halsey)",Marshmello,70951,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
47,"TKN (feat. Travis Scott)",ROSALÍA,70162,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
48,"Roller Coaster","Danny Vera",68927,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
49,"Don't Start Now","Dua Lipa",68051,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
50,"Mijn Story",Lijpe,65292,https://open.spotify.com/track/2D0mZzm2KYzxhSI8pgfL7z
51,"Love To Go","Lost Frequencies",64670,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
52,Kippen,Broederliefde,62080,https://open.spotify.com/track/4OGK7jK0Yq27VoMXAhGvIf
53,"X (with KAROL G)","Jonas Brothers",61429,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
54,"Someone You Loved","Lewis Capaldi",58745,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
55,"Drown (feat. Clinton Kane)","Martin Garrix",57273,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
56,"Before You Go","Lewis Capaldi",57235,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
57,"Blueberry Faygo","Lil Mosey",56007,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
58,GOOBA,6ix9ine,55065,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
59,"Alone, Pt. II","Alan Walker",54969,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
60,"Ride It",Regard,54450,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
61,"Rode Wijn",Maan,53886,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
62,Changes,"Ilse DeLange",53046,https://open.spotify.com/track/0koqWgFPqooMDME3pP07X1
63,"Hoe Het Danst","Marco Borsato",52972,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
64,"Nothing Really Matters",Tiësto,52776,https://open.spotify.com/track/68k26eEoH1e3Rhi811qecM
65,Letters,"Lucas & Steve",52547,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
66,Underdog,"Alicia Keys",52501,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
67,"Never Seen the Rain","Tones And I",50948,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
68,"Alles Of Niks",Lijpe,49950,https://open.spotify.com/track/3QNIVeU37soOx1RAcIzZCY
69,"Say So","Doja Cat",49417,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
70,Afrika,Chivv,47805,https://open.spotify.com/track/5ycG4LVw0qIbb5XZ3HVeIu
71,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",47758,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
72,"Zij weet het - Studio Versie","Tino Martin",47370,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
73,Smoorverliefd,Snelle,46378,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
74,Downfall,"Jonna Fraser",45834,https://open.spotify.com/track/0RJUURG5SBSyzoGwgdDYqV
75,Reünie,Snelle,45719,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
76,"The Box","Roddy Ricch",45694,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
77,"Busje (feat. Chivv & Lauwtje)",Zefanio,45226,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
78,Vastberaden,Lijpe,44423,https://open.spotify.com/track/1Opl9f8vUkITqvpgAqF5xW
79,"Someone Else","Duncan Laurence",43773,https://open.spotify.com/track/1qwhigC9EoQzc4oRElzdNI
80,Physical,"Dua Lipa",43283,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
81,Memories,"Maroon 5",42589,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
82,Señorita,"Shawn Mendes",42257,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
83,"2 Hearts (feat. Gia Koka)","Sam Feldt",41462,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
84,DomDoen,"Henkie T",41435,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
85,Trouble,Chef'Special,40496,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
86,"THE SCOTTS","THE SCOTTS",40321,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
87,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",39999,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
88,"De Toreador",Opgeblazen,39965,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
89,"TROLLZ (with Nicki Minaj)",6ix9ine,39065,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
90,"Sunday Best",Surfaces,39011,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
91,"Higher Ground (feat. John Martin)","Martin Garrix",38304,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
92,"Ze Huilt Maar Ze Lacht",Maan,37987,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
93,"Slapen Met Het Licht Aan",Tabitha,37903,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
94,Circles,"Post Malone",37865,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
95,goosebumps,"Travis Scott",37683,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
96,Feestje,Fmg,37559,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
97,"WHATS POPPIN","Jack Harlow",37191,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
98,Venus,Frenna,37069,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
99,"I Don't Care (with Justin Bieber)","Ed Sheeran",36997,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
100,"Blauwe Lichten",Lijpe,36274,https://open.spotify.com/track/6Rr3po787cDfLhUZVdLqbu
101,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",36212,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
102,"Play Date","Melanie Martinez",35957,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
103,Vliegen,"Bilal Wahib",35821,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
104,"Blauwe Dag","Suzan & Freek",35447,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
105,"Ze Kent Mij",Snelle,35179,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
106,"Lose Control",MEDUZA,35125,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
107,Sterrenstof,"De Jeugd Van Tegenwoordig",34913,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
108,Africa,TOTO,34751,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
109,Falling,"Trevor Daniel",34618,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
110,"Adore You","Harry Styles",34551,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
111,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",34168,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
112,"If the World Was Ending - feat. Julia Michaels","JP Saxe",33982,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
113,"Some Say - Felix Jaehn Remix",Nea,33922,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
114,"Life Is Good (feat. Drake)",Future,33836,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
115,"Kleine Jongen","Andre Hazes",33711,https://open.spotify.com/track/6vzj8d0yOzg3ELH2T4u0CC
116,Lippenstift,"Marco Borsato",33651,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
117,"I’m Ready (with Demi Lovato)","Sam Smith",33310,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
118,"Als Het Avond Is","Suzan & Freek",33240,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
119,Uncharted,Kensington,33130,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
120,"Ur So F**kInG cOoL","Tones And I",33076,https://open.spotify.com/track/6KiEsqGg0HBOSMflVH7Onx
121,"Zoutelande (feat. Geike)",BLØF,33048,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
122,"bad guy","Billie Eilish",32916,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
123,"3 Nights","Dominic Fike",32642,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
124,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,32476,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
125,ROXANNE,"Arizona Zervas",32243,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
126,"What A Man Gotta Do","Jonas Brothers",32231,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
127,"Kings & Queens","Ava Max",32139,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
128,"On The Low","Burna Boy",32021,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
129,"Oeh Jij","Yxng Le",31432,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
130,A5,DODO,31381,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
131,Shallow,"Lady Gaga",31366,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
132,Magisch,"Yade Lauren",31247,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
133,"De Prijs",Lijpe,30967,https://open.spotify.com/track/5hptdpE5bqoTXufUrkgt18
134,"Higher Love",Kygo,30911,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
135,Nacht,"Kraantje Pappie",30880,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
136,"Niet Lief","Henkie T",30825,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
137,POSITIE,Caza,30700,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
138,"Don't Call Me Up",Mabel,30636,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
139,Oceaan,Racoon,30584,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
140,"Como Tu","Rolf Sanchez",30403,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
141,Levensstijl,Spanker,30267,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
142,Leef,"André Hazes Jr.",30052,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
143,"My Bébé","Bryan Mg",29971,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
144,"Know Your Worth",Khalid,29718,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
145,"Zo Kan Het Dus Ook",Maan,29704,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
146,"Go Crazy","Chris Brown",29274,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
147,"Piece Of Your Heart",MEDUZA,29269,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
148,"HIGHEST IN THE ROOM","Travis Scott",29263,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
149,"FEEL THE BEAT","Black Eyed Peas",29117,https://open.spotify.com/track/2nfFzgqp18tzFWrUCxFHpo
150,"RITMO (Bad Boys For Life)","Black Eyed Peas",28962,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
151,"NAPIYON LAN",Murda,28915,https://open.spotify.com/track/42grBspOHbj3eWZTXV8TK2
152,Dior,"Pop Smoke",28661,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
153,IJskoud,Nielson,28652,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
154,Vandaan,"Lil Kleine",28580,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
155,"Perfect (feat. Haris)","Lucas & Steve",28498,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
156,"Deze Is Voor Mij","Suzan & Freek",28396,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
157,"Het Regent Zonnestralen","Acda en de Munnik",28110,https://open.spotify.com/track/2LGL71GENQR0oC9jMwTTZY
158,"Level of Concern","Twenty One Pilots",27935,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
159,"Sinds Klein",Nass,27739,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
160,"Lucid Dreams","Juice WRLD",27737,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
161,"BELIEVE IT",PARTYNEXTDOOR,27662,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
162,"GO (feat. Juice WRLD)","The Kid LAROI",27583,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
163,Savage,"Megan Thee Stallion",27534,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
164,"Allemaal Op Brieven",Lijpe,27325,https://open.spotify.com/track/7bWMBeaGqQ1Y7Gbn8vrlSh
165,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,27227,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
166,"SICKO MODE","Travis Scott",27038,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
167,Bleed,"A Boogie Wit da Hoodie",27005,https://open.spotify.com/track/5XzombolzpiaOSTdj1W0VS
168,"On Top (feat. Djaga Djaga)",Broertje,26975,https://open.spotify.com/track/2TVpL6pSX5vtpbCIcVJXGy
169,"All on Me (feat. Andreas Moe)","Armin van Buuren",26934,https://open.spotify.com/track/54funePHN0bqVljoXY1YVO
170,"Niet Genoeg",Lijpe,26931,https://open.spotify.com/track/0xElJecFqIhqjzSIe7W8cB
171,"Paper Loving","DJ Nazil",26897,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
172,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",26840,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
173,"Summer Of '69","Bryan Adams",26756,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
174,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",26634,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
175,Memories,Boef,26629,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
176,"everything i wanted","Billie Eilish",26532,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
177,"Nog Steeds",Lijpe,26524,https://open.spotify.com/track/6Q7vV4i8lXiEwhBJkykpBl
178,Sorry,Kensington,26519,https://open.spotify.com/track/07uuo1yEND3oinbFZnYOvx
179,"4 Life","Jonna Fraser",26475,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
180,Arcade,"Duncan Laurence",26433,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
181,"Beautiful People (feat. Khalid)","Ed Sheeran",26364,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
182,"Anderhalf (feat. Poke & Judeska)","Ali B",26285,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
183,"Forever Yours - Avicii Tribute",Kygo,26112,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
184,"Hoe We Rocken","ADF Samski",26010,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
185,Balenciaga,Brent,25930,https://open.spotify.com/track/7iWuPWfw4hbUzxo9u9xuhA
186,Winterdagen,Lijpe,25886,https://open.spotify.com/track/26uLOAyrbSVFGs3C7wMuFH
187,Moment,"Kris Kross Amsterdam",25827,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
188,"Don't Rush (feat. Headie One)","Young T & Bugsey",25715,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
189,Coño,Puri,25569,https://open.spotify.com/track/2H27WSgUMbuIpGW7epu0IP
190,"Like It Is",Kygo,25557,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
191,"Verleden Tijd",Frenna,25423,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
192,"GUAP (feat. Dopebwoy)",Boef,25376,https://open.spotify.com/track/3J6KEr0wjZbKPpa70cXzHI
193,"Die Young",Sheppard,25246,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
194,"Dancing Queen",ABBA,25039,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr
195,"Déjà Vu",Ayden,24819,https://open.spotify.com/track/6cuP4OCQ0H1nXJ62OyVmQb
196,"BON VIBES","Chip Charlez",24747,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
197,"Danza Kuduro","Don Omar",24722,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
198,"Sultans Of Swing","Dire Straits",24712,https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj
199,Paranoia,Lijpe,24666,https://open.spotify.com/track/2QyI7NIW7K5ZpJyRkw48gA
200,Bruises,"Lewis Capaldi",24188,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
