,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",82437,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
31,"In Your Eyes","The Weeknd",79389,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
32,"Pa Olvidarte (Beste Zangers Seizoen 2019)","Emma Heesters",78698,https://open.spotify.com/track/1RO8Q3w2Jkir8cvvGEApI0
33,Doorheen,Bizzey,78498,https://open.spotify.com/track/47WOpiylErrpbiba0lv2KT
34,"Loop Niet Weg","Kris Kross Amsterdam",77821,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
35,"Lose Somebody",Kygo,74741,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
36,"Be Kind (with Halsey)",Marshmello,72056,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
37,"Dance Monkey","Tones And I",70147,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
38,"Party Girl",StaySolidRocky,68078,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
39,"Before You Go","Lewis Capaldi",67576,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,"Rode Wijn",Maan,65582,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
41,"Never Seen the Rain","Tones And I",64640,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
42,"Don't Start Now","Dua Lipa",63666,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"Blueberry Faygo","Lil Mosey",63626,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
44,"Rover (feat. DTG)",S1mba,63476,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
45,"Someone You Loved","Lewis Capaldi",63424,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
46,"Roller Coaster","Danny Vera",63162,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
47,"Busje (feat. Chivv & Lauwtje)",Zefanio,61763,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
48,Afrika,Chivv,60079,https://open.spotify.com/track/5ycG4LVw0qIbb5XZ3HVeIu
49,"Drown (feat. Clinton Kane)","Martin Garrix",59842,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
50,Secrets,Regard,55944,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
51,"Alone, Pt. II","Alan Walker",53155,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
52,"Say So","Doja Cat",52762,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
53,GOOBA,6ix9ine,52380,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
54,"Nothing Really Matters",Tiësto,49515,https://open.spotify.com/track/68k26eEoH1e3Rhi811qecM
55,Underdog,"Alicia Keys",49199,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
56,"If the World Was Ending - feat. Julia Michaels","JP Saxe",48571,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
57,Smoorverliefd,Snelle,48386,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
58,Salt,"Ava Max",48269,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
59,"TKN (feat. Travis Scott)",ROSALÍA,47661,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
60,"Waar Ga Je Heen","Emma Heesters",47623,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
61,"The Box","Roddy Ricch",46518,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
62,Levensstijl,Spanker,45911,https://open.spotify.com/track/0kPlVNSLACzO9gXxGym1ZV
63,"Ride It",Regard,45902,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
64,"Slapen Met Het Licht Aan",Tabitha,45885,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
65,"THE SCOTTS","THE SCOTTS",45766,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
66,"Hoe We Rocken","ADF Samski",45105,https://open.spotify.com/track/0NQugujlh3DBhhergbaQnu
67,Changes,"Ilse DeLange",44921,https://open.spotify.com/track/0koqWgFPqooMDME3pP07X1
68,"Hoe Het Danst","Marco Borsato",44353,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
69,Downfall,"Jonna Fraser",44294,https://open.spotify.com/track/0RJUURG5SBSyzoGwgdDYqV
70,A5,DODO,43856,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
71,"Como Tu","Rolf Sanchez",43456,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
72,Reünie,Snelle,42362,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
73,"Someone Else","Duncan Laurence",41450,https://open.spotify.com/track/1qwhigC9EoQzc4oRElzdNI
74,"Know Your Worth",Khalid,41391,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
75,"WHATS POPPIN","Jack Harlow",41364,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
76,Memories,"Maroon 5",41200,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
77,Physical,"Dua Lipa",41090,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
78,"Sunday Best",Surfaces,38591,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
79,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",38155,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
80,"What A Man Gotta Do","Jonas Brothers",38059,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
81,Magisch,"Yade Lauren",38015,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
82,Trouble,Chef'Special,37796,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
83,Falling,"Trevor Daniel",37583,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
84,Circles,"Post Malone",37349,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
85,"Niet Lief","Henkie T",37291,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
86,"2 Hearts (feat. Gia Koka)","Sam Feldt",37096,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
87,"Ze Huilt Maar Ze Lacht",Maan,37082,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
88,Venus,Frenna,36819,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
89,Señorita,"Shawn Mendes",36716,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
90,"Life Is Good (feat. Drake)",Future,36655,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
91,DomDoen,"Henkie T",36613,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
92,"X (with KAROL G)","Jonas Brothers",36224,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
93,"I’m Ready (with Demi Lovato)","Sam Smith",35905,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
94,"Paper Loving","DJ Nazil",35890,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
95,"Love To Go","Lost Frequencies",35715,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
96,goosebumps,"Travis Scott",35572,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
97,"Sinds Klein",Nass,35426,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
98,"Level of Concern","Twenty One Pilots",35271,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
99,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",35202,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
100,"Adore You","Harry Styles",34861,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
101,"Higher Ground (feat. John Martin)","Martin Garrix",34188,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
102,"Ze Kent Mij",Snelle,33956,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
103,ROXANNE,"Arizona Zervas",33947,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
104,"Like It Is",Kygo,33853,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
105,"Play Date","Melanie Martinez",33593,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
106,Feestje,Fmg,33193,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
107,"I Don't Care (with Justin Bieber)","Ed Sheeran",32808,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
108,"3 Nights","Dominic Fike",32517,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
109,"Zij weet het - Studio Versie","Tino Martin",32108,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
110,"Blauwe Dag","Suzan & Freek",31321,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
111,"Lose Control",MEDUZA,31153,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
112,"bad guy","Billie Eilish",31117,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
113,Emotieloos,"Famke Louise",31071,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
114,Lippenstift,"Marco Borsato",30989,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
115,"Oeh Jij","Yxng Le",30877,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
116,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,30462,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
117,Vandaan,"Lil Kleine",30340,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
118,"Kings & Queens","Ava Max",30280,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
119,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",30279,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
120,"Perfect (feat. Haris)","Lucas & Steve",30235,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
121,"BELIEVE IT",PARTYNEXTDOOR,30224,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
122,Uncharted,Kensington,29986,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
123,"HIGHEST IN THE ROOM","Travis Scott",29798,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
124,Nacht,"Kraantje Pappie",29711,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
125,"IDK You Yet","Alexander 23",29391,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
126,"Als Het Avond Is","Suzan & Freek",29203,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
127,"Go Crazy","Chris Brown",29184,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
128,"everything i wanted","Billie Eilish",29135,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
129,"Die Young",Sheppard,29092,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
130,Rutte,SFB,29084,https://open.spotify.com/track/7AcvBD07VXwfomew5oHOBS
131,"Lucid Dreams","Juice WRLD",29032,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
132,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",28813,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
133,Shallow,"Lady Gaga",28711,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
134,"Mucho Dinero",Chivv,28382,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
135,"Higher Love",Kygo,28207,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
136,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,28100,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
137,"Sour Candy (with BLACKPINK)","Lady Gaga",27997,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
138,Bruises,"Lewis Capaldi",27930,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
139,"SICKO MODE","Travis Scott",27786,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
140,"My Bébé","Bryan Mg",27772,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
141,Oceaan,Racoon,27759,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
142,"After Party","Don Toliver",27699,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
143,"Don't Call Me Up",Mabel,27698,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
144,Papa,"Yade Lauren",27565,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
145,"Deze Is Voor Mij","Suzan & Freek",27441,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
146,Dior,"Pop Smoke",27035,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
147,"Chicago Freestyle (feat. Giveon)",Drake,26842,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
148,Marijuana,Josylvio,26804,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
149,Vliegen,"Bilal Wahib",26623,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
150,"Don't Rush (feat. Headie One)","Young T & Bugsey",26546,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
151,"On The Low","Burna Boy",26519,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
152,"Zo Kan Het Dus Ook",Maan,26397,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
153,"lovely (with Khalid)","Billie Eilish",26322,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
154,Savage,"Megan Thee Stallion",26106,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
155,"Zoutelande (feat. Geike)",BLØF,25922,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
156,"Follow Your Dreams (with Jonna Fraser)",Emms,25895,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
157,Memories,Boef,25771,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
158,"Boss Bitch","Doja Cat",25760,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
159,Africa,TOTO,25389,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
160,Arcade,"Duncan Laurence",25387,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
161,POSITIE,Caza,25344,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
162,"Jongens Uit De Cité",Spanker,25318,https://open.spotify.com/track/6EcUCl5Z3XL46b210c2Xv8
163,Joanne,"Lil Kleine",24996,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
164,"SEASONS - SE1EP1: Lijpe",Lijpe,24789,https://open.spotify.com/track/0SrGp3u3FLih2g3wT6RXTf
165,Sterrenstof,"De Jeugd Van Tegenwoordig",24782,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
166,"Be Alright","Dean Lewis",24744,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
167,"Give Me",Chivv,24701,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
168,Kalmeer,"Jonna Fraser",24558,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
169,"Deep End Freestyle","Sleepy Hallow",24469,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
170,"Met Jou","Yade Lauren",24424,https://open.spotify.com/track/6X7uctTsJgW7wzqkFtSthi
171,"Forever Yours - Avicii Tribute",Kygo,24384,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
172,IJskoud,Nielson,24221,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
173,"Piece Of Your Heart",MEDUZA,24020,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
174,"Verleden Tijd",Frenna,23920,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
175,"Anderhalf (feat. Poke & Judeska)","Ali B",23900,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
176,"Beautiful People (feat. Khalid)","Ed Sheeran",23836,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
177,Legendary,Spanker,23817,https://open.spotify.com/track/6Vbgb9QKIyJQsARjp8Uagf
178,"Say You Won't Let Go","James Arthur",23638,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
179,Gun,Spanker,23583,https://open.spotify.com/track/2cG1Q2BMzTiyjoCQWHSEuP
180,Skechers,DripReport,23454,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
181,"Het Spijt Me Niet","Selma Omari",23404,https://open.spotify.com/track/2XyB0yXTSQPw6rj9CpRomA
182,"HOUSE PARTY",Architrackz,23400,https://open.spotify.com/track/4SMBjuIWu3uJcx6t3VHrOO
183,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",23399,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
184,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",23359,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
185,Letters,"Lucas & Steve",23156,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
186,"4 Life","Jonna Fraser",23013,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
187,"BON VIBES","Chip Charlez",22946,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
188,Moment,"Kris Kross Amsterdam",22870,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
189,Brandweer,3robi,22819,https://open.spotify.com/track/5mddHsPnX6bYLsenxQZ8xg
190,"Zolang Je Weet",Spanker,22805,https://open.spotify.com/track/7qUa9S8hiLI4sNa2gK3QCG
191,"Str8 Up","Yade Lauren",22637,https://open.spotify.com/track/4Qrcw1uAqIflzdeulpDHEL
192,"Post Malone (feat. RANI)","Sam Feldt",22616,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
193,"Spanning (feat. JayMoreLife)","Young Ellens",22599,https://open.spotify.com/track/1qFQ7MRkGvLO8Q4MAAtFkt
194,"This City","Sam Fischer",22589,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
195,"Ballin' (with Roddy Ricch)",Mustard,22570,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
196,"We Komen Terug",Outsiders,22445,https://open.spotify.com/track/7fzc0VslkvObn5VfBw6cr7
197,"Godzilla (feat. Juice WRLD)",Eminem,22441,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
198,Robbery,"Juice WRLD",22374,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
199,"All on Me (feat. Andreas Moe)","Armin van Buuren",22283,https://open.spotify.com/track/54funePHN0bqVljoXY1YVO
200,"De Toreador",Opgeblazen,22081,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
