,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
83,"WHATS POPPIN","Jack Harlow",34356,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
84,Trouble,Chef'Special,33901,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
85,"What A Man Gotta Do","Jonas Brothers",33715,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
86,goosebumps,"Travis Scott",33707,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
87,"Zij weet het - Studio Versie","Tino Martin",33193,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
88,"Blauwe Dag","Suzan & Freek",33113,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
89,DomDoen,"Henkie T",32801,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
90,"Back To You","Hannah Mae",32508,https://open.spotify.com/track/56SQmpWHum1cJJzfK1orlh
91,ROXANNE,"Arizona Zervas",32276,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
92,"Niet Lief","Henkie T",32247,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
93,Venus,Frenna,32228,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
94,"2 Hearts (feat. Gia Koka)","Sam Feldt",32047,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
95,"Life Is Good (feat. Drake)",Future,32033,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
96,"Level of Concern","Twenty One Pilots",31893,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
97,"Adore You","Harry Styles",31724,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
98,"Ze Kent Mij",Snelle,31670,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
99,"I Don't Care (with Justin Bieber)","Ed Sheeran",31504,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
100,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",31460,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
101,"bad guy","Billie Eilish",31372,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
102,"Like It Is",Kygo,31327,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
103,"Sinds Klein",Nass,31043,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
104,"Love To Go","Lost Frequencies",30798,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
105,"Als Het Avond Is","Suzan & Freek",30682,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
106,Emotieloos,"Famke Louise",30675,https://open.spotify.com/track/4R876cN0Dx7fGPZMGnwwBq
107,"I’m Ready (with Demi Lovato)","Sam Smith",30437,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
108,"Play Date","Melanie Martinez",30173,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
109,"3 Nights","Dominic Fike",29871,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
110,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",29535,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
111,"Higher Ground (feat. John Martin)","Martin Garrix",29524,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
112,"X (with KAROL G)","Jonas Brothers",29449,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
113,"Say You Won't Let Go","James Arthur",29265,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
114,Uncharted,Kensington,29184,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
115,Lippenstift,"Marco Borsato",29132,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
116,"Zoutelande (feat. Geike)",BLØF,28821,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
117,Shallow,"Lady Gaga",28610,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
118,Oceaan,Racoon,28359,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
119,"everything i wanted","Billie Eilish",27935,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
120,"New Light","John Mayer",27515,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
121,Feestje,Fmg,27457,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
122,"Lose Control",MEDUZA,27263,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
123,"Higher Love",Kygo,27193,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
124,"Perfect (feat. Haris)","Lucas & Steve",27175,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
125,Arcade,"Duncan Laurence",27016,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
126,"Deze Is Voor Mij","Suzan & Freek",26857,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
127,Africa,TOTO,26833,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
128,"HIGHEST IN THE ROOM","Travis Scott",26731,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
129,Nacht,"Kraantje Pappie",26705,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
130,"Don't Call Me Up",Mabel,26480,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
131,"Lucid Dreams","Juice WRLD",26431,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
132,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,26299,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
133,"Die Young",Sheppard,26271,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
134,"Sour Candy (with BLACKPINK)","Lady Gaga",26253,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
135,"Zo Kan Het Dus Ook",Maan,26213,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
136,"BELIEVE IT",PARTYNEXTDOOR,26201,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
137,"SICKO MODE","Travis Scott",26059,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
138,Vandaan,"Lil Kleine",26022,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
139,"Mucho Dinero",Chivv,25937,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
140,Rutte,SFB,25860,https://open.spotify.com/track/7AcvBD07VXwfomew5oHOBS
141,IJskoud,Nielson,25754,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
142,"when the party's over","Billie Eilish",25709,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
143,"Kings & Queens","Ava Max",25698,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
144,Bruises,"Lewis Capaldi",25653,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
145,Savage,"Megan Thee Stallion",25369,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
146,"Oeh Jij","Yxng Le",25128,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
147,Nicotine,Chef'Special,25026,https://open.spotify.com/track/6yvxKrf9KZLTodXFTBmdR1
148,"lovely (with Khalid)","Billie Eilish",25009,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
149,"Anderhalf (feat. Poke & Judeska)","Ali B",25003,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
150,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,24965,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
151,"Lose Control - Acoustic Version","Matt Simons",24752,https://open.spotify.com/track/3uGJfbP8pV3zTIH6Vi8G8x
152,Sterrenstof,"De Jeugd Van Tegenwoordig",24743,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
153,"My Bébé","Bryan Mg",24490,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
154,"Be Alright","Dean Lewis",24185,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
155,"Go Crazy","Chris Brown",24089,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
156,"After Party","Don Toliver",24046,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
157,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",23945,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
158,"Till The Sun Comes Up","Jack and the Weatherman",23888,https://open.spotify.com/track/7IxJ4XaMCSJ0JKBffm54z3
159,"Don't Rush (feat. Headie One)","Young T & Bugsey",23817,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
160,Dior,"Pop Smoke",23684,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
161,Papa,"Yade Lauren",23559,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
162,Sorry,Kensington,23488,https://open.spotify.com/track/07uuo1yEND3oinbFZnYOvx
163,"White Roses","Joe Buck",23475,https://open.spotify.com/track/2vd0bj00Jfx5sCdNcsQNaS
164,"On The Low","Burna Boy",23334,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
165,"Beautiful People (feat. Khalid)","Ed Sheeran",23297,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
166,"Some Say",Nea,23239,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h
167,"Boss Bitch","Doja Cat",23151,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
168,"Follow Your Dreams (with Jonna Fraser)",Emms,23082,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
169,"De Toreador",Opgeblazen,22986,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
170,"Lost Without You",Krezip,22966,https://open.spotify.com/track/6fz5mW8Tx9AtOhFGHvMFY2
171,"Piece Of Your Heart",MEDUZA,22958,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
172,"Het Regent Zonnestralen","Acda en de Munnik",22856,https://open.spotify.com/track/2LGL71GENQR0oC9jMwTTZY
173,Marijuana,Josylvio,22828,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
174,Skechers,DripReport,22731,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
175,Corners,"Octave Lissner",22578,https://open.spotify.com/track/7BnyaLmnTe24kFOL78nMAk
176,Moment,"Kris Kross Amsterdam",22213,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
177,Memories,Boef,22160,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
178,"Kleine Jongen","Andre Hazes",22127,https://open.spotify.com/track/6vzj8d0yOzg3ELH2T4u0CC
179,"Chicago Freestyle (feat. Giveon)",Drake,22115,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
180,Brandweer,3robi,21845,https://open.spotify.com/track/5mddHsPnX6bYLsenxQZ8xg
181,Joanne,"Lil Kleine",21815,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
182,"Let It Go","James Bay",21787,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
183,"Verleden Tijd",Frenna,21782,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
184,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",21771,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
185,"Give Me",Chivv,21754,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
186,"Het Spijt Me Niet","Selma Omari",21687,https://open.spotify.com/track/2XyB0yXTSQPw6rj9CpRomA
187,"Love Don’t Hate It","Duncan Laurence",21604,https://open.spotify.com/track/3WpCAAxdEOY5L4tT6Dt2H8
188,"This City","Sam Fischer",21565,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
189,"Lost on You",LP,21493,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
190,"Almost Made It",Racoon,21384,https://open.spotify.com/track/5U7bIVFI1JlX73x6t8SDyP
191,"IDK You Yet","Alexander 23",21369,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
192,"Post Malone (feat. RANI)","Sam Feldt",21216,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
193,"Paper Loving","DJ Nazil",21199,https://open.spotify.com/track/3NbtfbmjixJ2QJEKA0ORX1
194,"Where's My Love",SYML,21189,https://open.spotify.com/track/2NeM9rfWo70KQej9GxeaoL
195,Kalmeer,"Jonna Fraser",21162,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
196,"4 Life","Jonna Fraser",21098,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
197,"Forever Yours - Avicii Tribute",Kygo,21093,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
198,"Deep End Freestyle","Sleepy Hallow",21052,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
199,Vliegen,"Bilal Wahib",20783,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
200,POSITIE,Caza,20719,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
