,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
27,"Wat Is Je Naam","Yxng Le",81820,https://open.spotify.com/track/4SlqfJkQNAS7A5cvjBvQ3C
28,"Loop Niet Weg","Kris Kross Amsterdam",80455,https://open.spotify.com/track/7fmExiQZjHLyDv5SC1EhDg
29,"Beat Me - Official Song F1 Dutch Grand Prix","Davina Michelle",79949,https://open.spotify.com/track/14gRdLQLwq1qn9chxmAEBY
30,"Lose Somebody",Kygo,79487,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
31,"In Your Eyes","The Weeknd",78473,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
32,"Be Kind (with Halsey)",Marshmello,77302,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
33,MAMACITA,"Black Eyed Peas",75498,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
34,"Dance Monkey","Tones And I",71318,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
35,Afrika,Chivv,70401,https://open.spotify.com/track/5ycG4LVw0qIbb5XZ3HVeIu
36,"Say So","Doja Cat",68691,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
37,"Blueberry Faygo","Lil Mosey",68312,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
38,"Never Seen the Rain","Tones And I",67787,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
39,"Don't Start Now","Dua Lipa",67561,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
40,"Before You Go","Lewis Capaldi",65880,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
41,"Busje (feat. Chivv & Lauwtje)",Zefanio,64004,https://open.spotify.com/track/7hj4Xv47rqWXyEZRmmQm7G
42,GOOBA,6ix9ine,62290,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
43,"TKN (feat. Travis Scott)",ROSALÍA,61822,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
44,"Rode Wijn",Maan,61555,https://open.spotify.com/track/4BIS9PtQ3zf5IWYpWZxzjb
45,"Alone, Pt. II","Alan Walker",61454,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
46,"Drown (feat. Clinton Kane)","Martin Garrix",59085,https://open.spotify.com/track/4RVtBlHFKj51Ipvpfv5ER4
47,Underdog,"Alicia Keys",57620,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig
48,"Nothing Really Matters",Tiësto,57308,https://open.spotify.com/track/68k26eEoH1e3Rhi811qecM
49,"Party Girl",StaySolidRocky,56990,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
50,"Roller Coaster","Danny Vera",56352,https://open.spotify.com/track/7rO7Pc5dkC2EIW1OKsCJtQ
51,"Ride It",Regard,56030,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
52,"THE SCOTTS","THE SCOTTS",54485,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
53,"Someone You Loved","Lewis Capaldi",53234,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
54,"Rover (feat. DTG)",S1mba,50464,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
55,"The Box","Roddy Ricch",50268,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
56,"Slapen Met Het Licht Aan",Tabitha,48428,https://open.spotify.com/track/1aP9YZG3Pghfa1aBlNV6ts
57,Downfall,"Jonna Fraser",46264,https://open.spotify.com/track/0RJUURG5SBSyzoGwgdDYqV
58,"Sour Candy (with BLACKPINK)","Lady Gaga",46186,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
59,A5,DODO,46105,https://open.spotify.com/track/5K4FKzmhZA9nNUAsWwUhaE
60,Smoorverliefd,Snelle,45981,https://open.spotify.com/track/2ryMKWtH2SEQY8fTAclFYb
61,"Niet Lief","Henkie T",45742,https://open.spotify.com/track/5JRzvKU4sHMjdqSj6a3R5y
62,"Know Your Worth",Khalid,44661,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
63,"Sunday Best",Surfaces,44592,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
64,Changes,"Ilse DeLange",44172,https://open.spotify.com/track/0koqWgFPqooMDME3pP07X1
65,"Perfect (feat. Haris)","Lucas & Steve",44160,https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
66,"WHATS POPPIN","Jack Harlow",44146,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
67,"Como Tu","Rolf Sanchez",43414,https://open.spotify.com/track/4aA39M2dMcegHXYQ4Kq5MP
68,Salt,"Ava Max",43323,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
69,Physical,"Dua Lipa",43260,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
70,"Waar Ga Je Heen","Emma Heesters",43258,https://open.spotify.com/track/5G6hrPIse64sqdsqVxBK78
71,"Hoe Het Danst","Marco Borsato",42921,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
72,"Someone Else","Duncan Laurence",42296,https://open.spotify.com/track/1qwhigC9EoQzc4oRElzdNI
73,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",42114,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
74,Levensstijl,Spanker,41975,https://open.spotify.com/track/6qbaiaT9AXWGCqocFtpJHL
75,"I’m Ready (with Demi Lovato)","Sam Smith",40625,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
76,Circles,"Post Malone",40590,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
77,Reünie,Snelle,40445,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
78,Trouble,Chef'Special,39830,https://open.spotify.com/track/1dEeFAA7955dEhviWfLMqr
79,Falling,"Trevor Daniel",39436,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
80,"What A Man Gotta Do","Jonas Brothers",39270,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
81,"Level of Concern","Twenty One Pilots",39227,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
82,"2 Hearts (feat. Gia Koka)","Sam Feldt",39026,https://open.spotify.com/track/0EdgK7ASb4kfRkW8pVMN02
83,Secrets,Regard,39023,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
84,Memories,"Maroon 5",38904,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
85,"Life Is Good (feat. Drake)",Future,38880,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
86,"Play Date","Melanie Martinez",38758,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
87,Rutte,SFB,38602,https://open.spotify.com/track/7AcvBD07VXwfomew5oHOBS
88,"Sinds Klein",Nass,38441,https://open.spotify.com/track/74gXJpVM2Rj4vEWV8ghQ5l
89,DomDoen,"Henkie T",38328,https://open.spotify.com/track/5vJpSCkDDqLE6bNF4cRqRG
90,goosebumps,"Travis Scott",37637,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
91,"This Is America","Childish Gambino",37318,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
92,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,37220,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
93,"Duurt Te Lang (Beste Zangers Seizoen 2019)","Davina Michelle",37055,https://open.spotify.com/track/2rzZ0IGxgrGUAPwrWn80z7
94,ROXANNE,"Arizona Zervas",36978,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
95,"If the World Was Ending - feat. Julia Michaels","JP Saxe",36727,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
96,"Love To Go","Lost Frequencies",36374,https://open.spotify.com/track/3ZjkQbe5JzzQbzRtkXyZNv
97,"Higher Ground (feat. John Martin)","Martin Garrix",36290,https://open.spotify.com/track/0rohJsT6NWsThpukt0Xxdc
98,"Like It Is",Kygo,36270,https://open.spotify.com/track/4dyrqiXUcK29hzrL2elqO3
99,Venus,Frenna,35911,https://open.spotify.com/track/0yq0Hg6IzgaT0Tm91op97y
100,Señorita,"Shawn Mendes",35537,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
101,"Ze Huilt Maar Ze Lacht",Maan,34739,https://open.spotify.com/track/7eTIikMQRihr1GaSK9MzFl
102,Feestje,Fmg,34714,https://open.spotify.com/track/2ueVHF9lPkLB1SkkybBbjQ
103,"Oeh Jij","Yxng Le",34679,https://open.spotify.com/track/0npxPWBoOOTuVZqhoEJVJk
104,"BELIEVE IT",PARTYNEXTDOOR,34185,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
105,"3 Nights","Dominic Fike",33865,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
106,"Adore You","Harry Styles",33578,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
107,"Follow Your Dreams (with Jonna Fraser)",Emms,33260,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
108,Vandaan,"Lil Kleine",32597,https://open.spotify.com/track/7ua5ORSWsf8JOrcX6SJ9Ub
109,"I Don't Care (with Justin Bieber)","Ed Sheeran",32385,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
110,"Lose Control",MEDUZA,32087,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
111,"We Komen Terug",Outsiders,32030,https://open.spotify.com/track/7fzc0VslkvObn5VfBw6cr7
112,"Zij weet het - Studio Versie","Tino Martin",31999,https://open.spotify.com/track/0rwf08N6Fm5K57S7e7FJty
113,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,31501,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
114,"Die Young",Sheppard,31487,https://open.spotify.com/track/0XSTOKFdWPXlAEliq17XRw
115,"After Party","Don Toliver",31079,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
116,"bad guy","Billie Eilish",30966,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
117,"Blauwe Dag","Suzan & Freek",30960,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
118,"Give Me",Chivv,30907,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
119,"Ze Kent Mij",Snelle,30853,https://open.spotify.com/track/3BiBIgQFa8K4EOxisyhXX7
120,"Hij Is Van Mij (feat. Bizzey)","Kris Kross Amsterdam",30744,https://open.spotify.com/track/6716bTJI7qiHJFFSR0Ethe
121,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",30566,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
122,"Out Of Town (feat. KM, NAVI & Quincy Promes)",Ocs,30466,https://open.spotify.com/track/7BuV6kuGMUDAmx0tl9qfP5
123,"HIGHEST IN THE ROOM","Travis Scott",30209,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
124,"SICKO MODE","Travis Scott",30067,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
125,"Kings & Queens","Ava Max",30046,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
126,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",30033,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
127,"Don't Rush (feat. Headie One)","Young T & Bugsey",29948,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
128,"Jongens Uit De Cité",Spanker,29489,https://open.spotify.com/track/439RIQU0snxnCLlv69BmMa
129,Savage,"Megan Thee Stallion",29255,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
130,"Boss Bitch","Doja Cat",29236,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
131,"Mucho Dinero",Chivv,28987,https://open.spotify.com/track/0GOqusaomQcXWjIzRd4sE1
132,"My Bébé","Bryan Mg",28948,https://open.spotify.com/track/56EJ7v1FPHJWvvU89flvpW
133,"Go Crazy","Chris Brown",28937,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
134,Lippenstift,"Marco Borsato",28923,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
135,"Het Spijt Me Niet","Selma Omari",28916,https://open.spotify.com/track/2XyB0yXTSQPw6rj9CpRomA
136,Magisch,"Yade Lauren",28852,https://open.spotify.com/track/7G7fGz8Wx3ilNnUYEDw0cR
137,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",28645,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
138,"On The Low","Burna Boy",28589,https://open.spotify.com/track/1PoJXULCvl03b1fiZmMxmd
139,"Higher Love",Kygo,28517,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
140,"Deep End Freestyle","Sleepy Hallow",28401,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
141,"Chocolata Body",Chivv,28251,https://open.spotify.com/track/7wI7U5PSfUNXhePdSIu5iX
142,"Als Het Avond Is","Suzan & Freek",28191,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY
143,Nacht,"Kraantje Pappie",28146,https://open.spotify.com/track/06Wn0NldbOhwpKCsoTsUp7
144,Uncharted,Kensington,28032,https://open.spotify.com/track/1OJcaSbK9DBaxHExACplwA
145,Daisies,"Katy Perry",27856,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
146,"Zolang Je Weet",Spanker,27676,https://open.spotify.com/track/77x3I35sEN3oA4A2EUPTNa
147,"Lucid Dreams","Juice WRLD",27543,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
148,"Don't Call Me Up",Mabel,27464,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
149,Kalmeer,"Jonna Fraser",27404,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
150,"X (with KAROL G)","Jonas Brothers",27179,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
151,"everything i wanted","Billie Eilish",27127,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
152,Marijuana,Josylvio,27111,https://open.spotify.com/track/6EFqESvZHB2jZVgeJyLYl6
153,"Anderhalf (feat. Poke & Judeska)","Ali B",27035,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
154,"Forever Yours - Avicii Tribute",Kygo,26849,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
155,Memories,Boef,26565,https://open.spotify.com/track/7muicvRPVglfHRtBHpSFqH
156,"Deze Is Voor Mij","Suzan & Freek",26167,https://open.spotify.com/track/3eDGSll7NmfGQ8C5hen4gf
157,Dior,"Pop Smoke",26100,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
158,"Zo Kan Het Dus Ook",Maan,26007,https://open.spotify.com/track/6u6UHWtW3XYWXJn3EdpzmZ
159,"HOUSE PARTY",Architrackz,25875,https://open.spotify.com/track/4SMBjuIWu3uJcx6t3VHrOO
160,Shallow,"Lady Gaga",25809,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
161,Skechers,DripReport,25454,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
162,Arcade,"Duncan Laurence",25370,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
163,Oceaan,Racoon,25284,https://open.spotify.com/track/7GWU6dQFjYF5YpsAUwZfGq
164,Changes,2Pac,25046,https://open.spotify.com/track/1ofhfV90EnYhEr7Un2fWiv
165,"SEASONS - SE1EP1: Lijpe",Lijpe,25021,https://open.spotify.com/track/0SrGp3u3FLih2g3wT6RXTf
166,"Chicago Freestyle (feat. Giveon)",Drake,24966,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
167,POSITIE,Caza,24814,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
168,"Piece Of Your Heart",MEDUZA,24797,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
169,Joanne,"Lil Kleine",24438,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
170,Bruises,"Lewis Capaldi",24346,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
171,"lovely (with Khalid)","Billie Eilish",24228,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
172,"IDK You Yet","Alexander 23",24169,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
173,Moment,"Kris Kross Amsterdam",24067,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
174,Africa,TOTO,23958,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
175,"4 Life","Jonna Fraser",23911,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
176,Papa,"Yade Lauren",23777,https://open.spotify.com/track/2EB1mPFpCBEI2TF2sNqIPC
177,Righteous,"Juice WRLD",23773,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
178,Sterrenstof,"De Jeugd Van Tegenwoordig",23660,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
179,Legendary,Spanker,23623,https://open.spotify.com/track/2Y99pkUlw5GPHAadtxnUcY
180,"RITMO (Bad Boys For Life)","Black Eyed Peas",23560,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
181,"Flex (feat. Juice WRLD)","Polo G",23346,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
182,"Beautiful People (feat. Khalid)","Ed Sheeran",23288,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
183,"Zoutelande (feat. Geike)",BLØF,23283,https://open.spotify.com/track/7MOX3ibncypw3xGb4HZVFA
184,"BON VIBES","Chip Charlez",23217,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
185,"Godzilla (feat. Juice WRLD)",Eminem,23205,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
186,"Ring Ring",Equalz,23191,https://open.spotify.com/track/4ftFggEy27BIlkJY9F7Fk2
187,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",23137,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
188,"Was Sorry Maar Genoeg","Tino Martin",23001,https://open.spotify.com/track/56oJRXiTIelk1eRDeJ4aqO
189,IJskoud,Nielson,22980,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
190,"Verleden Tijd",Frenna,22974,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
191,"The Other Side (from Trolls World Tour)",SZA,22903,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
192,"Post Malone (feat. RANI)","Sam Feldt",22899,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
193,B23,Frsh,22798,https://open.spotify.com/track/0QQbe3UjHYBsXrZ4Eat9jk
194,Medicijn,Chivv,22665,https://open.spotify.com/track/41DSQQ6aJLCj2J9jGeJVbn
195,"Ballin' (with Roddy Ricch)",Mustard,22618,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
196,"De Toreador",Opgeblazen,22519,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
197,"Be Alright","Dean Lewis",22515,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
198,"Say So (feat. Nicki Minaj)","Doja Cat",22443,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
199,"GUAP (feat. Dopebwoy)",Boef,22364,https://open.spotify.com/track/3J6KEr0wjZbKPpa70cXzHI
200,Vroeger,Josylvio,22351,https://open.spotify.com/track/7KKHNdUNO1AqOxnFUHnfdf
