,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
159,"IDK You Yet","Alexander 23",26342,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
160,Vliegen,"Bilal Wahib",26267,https://open.spotify.com/track/0cd6pOA7RQKKuvFQLMC4X7
161,"Boss Bitch","Doja Cat",25835,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
162,"Be Alright","Dean Lewis",25784,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
163,Sterrenstof,"De Jeugd Van Tegenwoordig",25773,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF
164,"Deep End Freestyle","Sleepy Hallow",25514,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
165,Arcade,"Duncan Laurence",25485,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
166,POSITIE,Caza,25128,https://open.spotify.com/track/5dVXY5359o7XBmfoNCBMxg
167,"Beautiful People (feat. Khalid)","Ed Sheeran",24999,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
168,"4 Life","Jonna Fraser",24931,https://open.spotify.com/track/4BV8ZyGLSNpt12q3OiZlOX
169,"Jongens Uit De Cité",Spanker,24925,https://open.spotify.com/track/6EcUCl5Z3XL46b210c2Xv8
170,"Piece Of Your Heart",MEDUZA,24873,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
171,"SEASONS - SE1EP1: Lijpe",Lijpe,24815,https://open.spotify.com/track/0SrGp3u3FLih2g3wT6RXTf
172,"Blauwe Lichten",Lijpe,24585,https://open.spotify.com/track/6Rr3po787cDfLhUZVdLqbu
173,"Forever Yours - Avicii Tribute",Kygo,24573,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf
174,"De Toreador",Opgeblazen,24550,https://open.spotify.com/track/263LTQQjp6gLjxP2O7MFBD
175,Legendary,Spanker,24469,https://open.spotify.com/track/6Vbgb9QKIyJQsARjp8Uagf
176,"Follow Your Dreams (with Jonna Fraser)",Emms,24329,https://open.spotify.com/track/253Amof9X18Z8PS9IbV2nQ
177,Joanne,"Lil Kleine",24301,https://open.spotify.com/track/4CVDlvgNCQG73T7KM5hbS0
178,Skechers,DripReport,24185,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
179,"Verleden Tijd",Frenna,24149,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
180,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",24064,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
181,"The Other Side (from Trolls World Tour)",SZA,24063,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
182,IJskoud,Nielson,24061,https://open.spotify.com/track/2zVNIG9cfMyFxt8XqJ64s4
183,Kalmeer,"Jonna Fraser",24054,https://open.spotify.com/track/5kxxqoghBwjT2tO19qMwpm
184,"Give Me",Chivv,23908,https://open.spotify.com/track/4mFWKcImzYFoKRr7dNjFVY
185,"This City","Sam Fischer",23795,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
186,"Anderhalf (feat. Poke & Judeska)","Ali B",23780,https://open.spotify.com/track/4fmNSmnh5hFOHZ1vXOEgvN
187,"Spanning (feat. JayMoreLife)","Young Ellens",23754,https://open.spotify.com/track/1qFQ7MRkGvLO8Q4MAAtFkt
188,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",23601,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
189,"Say You Won't Let Go","James Arthur",23575,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
190,Moment,"Kris Kross Amsterdam",23459,https://open.spotify.com/track/0J6sITdD8JMUBKaadJLV1U
191,Letters,"Lucas & Steve",23347,https://open.spotify.com/track/4FQHqppcx6WnsOqJ5QlOjH
192,"Met Jou","Yade Lauren",23130,https://open.spotify.com/track/6X7uctTsJgW7wzqkFtSthi
193,"Post Malone (feat. RANI)","Sam Feldt",23110,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
194,"Ballin' (with Roddy Ricch)",Mustard,23105,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
195,"HOUSE PARTY",Architrackz,23036,https://open.spotify.com/track/4SMBjuIWu3uJcx6t3VHrOO
196,"In Die Life",JoeyAK,22992,https://open.spotify.com/track/7xP9xGroL8AoI7t2ik4KRy
197,"Stil In Mij (Verspijkerd)",Josylvio,22973,https://open.spotify.com/track/0jaehfKrOQzs0XRbJZH8XT
198,"BON VIBES","Chip Charlez",22903,https://open.spotify.com/track/2zlp91MvE7y89ptUqPfPA2
199,"Het Regent Zonnestralen","Acda en de Munnik",22841,https://open.spotify.com/track/2LGL71GENQR0oC9jMwTTZY
200,"Godzilla (feat. Juice WRLD)",Eminem,22832,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
